#    L    TT             EE             BB             TE          
  1172   0.728896E+03   0.285413E+02   0.526846E-01  -0.555063E+02
  1173   0.730225E+03   0.283820E+02   0.526605E-01  -0.560140E+02
  1174   0.731590E+03   0.282196E+02   0.526369E-01  -0.565078E+02
  1175   0.732989E+03   0.280541E+02   0.526139E-01  -0.569876E+02
  1176   0.734425E+03   0.278856E+02   0.525914E-01  -0.574530E+02
  1177   0.735896E+03   0.277142E+02   0.525695E-01  -0.579038E+02
  1178   0.737390E+03   0.275400E+02   0.525480E-01  -0.583398E+02
  1179   0.738919E+03   0.273632E+02   0.525271E-01  -0.587607E+02
  1180   0.740473E+03   0.271837E+02   0.525067E-01  -0.591663E+02
  1181   0.742049E+03   0.270017E+02   0.524867E-01  -0.595562E+02
  1182   0.743650E+03   0.268173E+02   0.524673E-01  -0.599301E+02
  1183   0.745275E+03   0.266305E+02   0.524483E-01  -0.602879E+02
  1184   0.746918E+03   0.264415E+02   0.524298E-01  -0.606291E+02
  1185   0.748578E+03   0.262503E+02   0.524117E-01  -0.609536E+02
  1186   0.750251E+03   0.260570E+02   0.523942E-01  -0.612609E+02
  1187   0.751942E+03   0.258616E+02   0.523770E-01  -0.615509E+02
  1188   0.753647E+03   0.256644E+02   0.523603E-01  -0.618230E+02
  1189   0.755363E+03   0.254652E+02   0.523440E-01  -0.620771E+02
  1190   0.757080E+03   0.252643E+02   0.523281E-01  -0.623126E+02
  1191   0.758816E+03   0.250617E+02   0.523126E-01  -0.625293E+02
  1192   0.760554E+03   0.248574E+02   0.522975E-01  -0.627267E+02
  1193   0.762298E+03   0.246516E+02   0.522827E-01  -0.629044E+02
  1194   0.764053E+03   0.244442E+02   0.522683E-01  -0.630622E+02
  1195   0.765807E+03   0.242354E+02   0.522543E-01  -0.631995E+02
  1196   0.767557E+03   0.240252E+02   0.522406E-01  -0.633159E+02
  1197   0.769309E+03   0.238138E+02   0.522273E-01  -0.634111E+02
  1198   0.771066E+03   0.236011E+02   0.522142E-01  -0.634845E+02
  1199   0.772817E+03   0.233872E+02   0.522015E-01  -0.635358E+02
  1200   0.774560E+03   0.231722E+02   0.521891E-01  -0.635644E+02
  1201   0.776298E+03   0.229562E+02   0.521769E-01  -0.635703E+02
  1202   0.778030E+03   0.227392E+02   0.521650E-01  -0.635535E+02
  1203   0.779751E+03   0.225214E+02   0.521533E-01  -0.635146E+02
  1204   0.781467E+03   0.223029E+02   0.521419E-01  -0.634542E+02
  1205   0.783167E+03   0.220837E+02   0.521307E-01  -0.633727E+02
  1206   0.784856E+03   0.218641E+02   0.521197E-01  -0.632704E+02
  1207   0.786530E+03   0.216439E+02   0.521089E-01  -0.631480E+02
  1208   0.788195E+03   0.214236E+02   0.520982E-01  -0.630059E+02
  1209   0.789848E+03   0.212030E+02   0.520878E-01  -0.628444E+02
  1210   0.791477E+03   0.209823E+02   0.520775E-01  -0.626640E+02
  1211   0.793088E+03   0.207616E+02   0.520673E-01  -0.624651E+02
  1212   0.794686E+03   0.205410E+02   0.520572E-01  -0.622481E+02
  1213   0.796259E+03   0.203207E+02   0.520473E-01  -0.620133E+02
  1214   0.797813E+03   0.201007E+02   0.520374E-01  -0.617613E+02
  1215   0.799352E+03   0.198811E+02   0.520276E-01  -0.614923E+02
  1216   0.800857E+03   0.196620E+02   0.520179E-01  -0.612068E+02
  1217   0.802343E+03   0.194435E+02   0.520082E-01  -0.609050E+02
  1218   0.803804E+03   0.192258E+02   0.519986E-01  -0.605874E+02
  1219   0.805238E+03   0.190089E+02   0.519890E-01  -0.602545E+02
  1220   0.806636E+03   0.187928E+02   0.519794E-01  -0.599062E+02
  1221   0.808016E+03   0.185778E+02   0.519698E-01  -0.595434E+02
  1222   0.809353E+03   0.183639E+02   0.519601E-01  -0.591660E+02
  1223   0.810667E+03   0.181511E+02   0.519504E-01  -0.587745E+02
  1224   0.811939E+03   0.179397E+02   0.519407E-01  -0.583691E+02
  1225   0.813182E+03   0.177298E+02   0.519309E-01  -0.579500E+02
  1226   0.814386E+03   0.175213E+02   0.519211E-01  -0.575175E+02
  1227   0.815554E+03   0.173145E+02   0.519111E-01  -0.570719E+02
  1228   0.816684E+03   0.171095E+02   0.519010E-01  -0.566133E+02
  1229   0.817781E+03   0.169063E+02   0.518909E-01  -0.561421E+02
  1230   0.818834E+03   0.167051E+02   0.518805E-01  -0.556584E+02
  1231   0.819840E+03   0.165059E+02   0.518701E-01  -0.551626E+02
  1232   0.820803E+03   0.163090E+02   0.518595E-01  -0.546547E+02
  1233   0.821729E+03   0.161142E+02   0.518487E-01  -0.541352E+02
  1234   0.822599E+03   0.159218E+02   0.518377E-01  -0.536041E+02
  1235   0.823425E+03   0.157320E+02   0.518266E-01  -0.530618E+02
  1236   0.824197E+03   0.155447E+02   0.518152E-01  -0.525084E+02
  1237   0.824919E+03   0.153600E+02   0.518036E-01  -0.519441E+02
  1238   0.825588E+03   0.151782E+02   0.517918E-01  -0.513692E+02
  1239   0.826202E+03   0.149993E+02   0.517797E-01  -0.507836E+02
  1240   0.826757E+03   0.148233E+02   0.517674E-01  -0.501877E+02
  1241   0.827258E+03   0.146506E+02   0.517548E-01  -0.495815E+02
  1242   0.827702E+03   0.144810E+02   0.517420E-01  -0.489652E+02
  1243   0.828078E+03   0.143148E+02   0.517289E-01  -0.483390E+02
  1244   0.828391E+03   0.141521E+02   0.517154E-01  -0.477030E+02
  1245   0.828638E+03   0.139929E+02   0.517017E-01  -0.470573E+02
  1246   0.828823E+03   0.138374E+02   0.516876E-01  -0.464021E+02
  1247   0.828937E+03   0.136858E+02   0.516732E-01  -0.457374E+02
  1248   0.828982E+03   0.135380E+02   0.516585E-01  -0.450634E+02
  1249   0.828950E+03   0.133943E+02   0.516434E-01  -0.443803E+02
  1250   0.828851E+03   0.132546E+02   0.516280E-01  -0.436880E+02
  1251   0.828668E+03   0.131193E+02   0.516122E-01  -0.429868E+02
  1252   0.828409E+03   0.129882E+02   0.515960E-01  -0.422771E+02
  1253   0.828082E+03   0.128613E+02   0.515794E-01  -0.415592E+02
  1254   0.827678E+03   0.127386E+02   0.515624E-01  -0.408337E+02
  1255   0.827206E+03   0.126200E+02   0.515450E-01  -0.401010E+02
  1256   0.826665E+03   0.125055E+02   0.515272E-01  -0.393615E+02
  1257   0.826057E+03   0.123951E+02   0.515090E-01  -0.386158E+02
  1258   0.825381E+03   0.122887E+02   0.514904E-01  -0.378642E+02
  1259   0.824630E+03   0.121862E+02   0.514713E-01  -0.371073E+02
  1260   0.823827E+03   0.120878E+02   0.514517E-01  -0.363454E+02
  1261   0.822949E+03   0.119933E+02   0.514317E-01  -0.355791E+02
  1262   0.822011E+03   0.119025E+02   0.514113E-01  -0.348087E+02
  1263   0.821014E+03   0.118156E+02   0.513903E-01  -0.340348E+02
  1264   0.819951E+03   0.117326E+02   0.513689E-01  -0.332578E+02
  1265   0.818828E+03   0.116533E+02   0.513470E-01  -0.324780E+02
  1266   0.817640E+03   0.115778E+02   0.513246E-01  -0.316960E+02
  1267   0.816400E+03   0.115059E+02   0.513017E-01  -0.309121E+02
  1268   0.815101E+03   0.114379E+02   0.512783E-01  -0.301268E+02
  1269   0.813745E+03   0.113735E+02   0.512543E-01  -0.293404E+02
  1270   0.812330E+03   0.113128E+02   0.512299E-01  -0.285533E+02
  1271   0.810857E+03   0.112558E+02   0.512049E-01  -0.277660E+02
  1272   0.809334E+03   0.112024E+02   0.511794E-01  -0.269790E+02
  1273   0.807753E+03   0.111526E+02   0.511533E-01  -0.261924E+02
  1274   0.806114E+03   0.111064E+02   0.511267E-01  -0.254069E+02
  1275   0.804424E+03   0.110639E+02   0.510996E-01  -0.246227E+02
  1276   0.802681E+03   0.110250E+02   0.510719E-01  -0.238403E+02
  1277   0.800885E+03   0.109898E+02   0.510436E-01  -0.230601E+02
  1278   0.799037E+03   0.109582E+02   0.510148E-01  -0.222824E+02
  1279   0.797136E+03   0.109301E+02   0.509855E-01  -0.215077E+02
  1280   0.795184E+03   0.109057E+02   0.509555E-01  -0.207365E+02
  1281   0.793180E+03   0.108848E+02   0.509250E-01  -0.199690E+02
  1282   0.791124E+03   0.108675E+02   0.508939E-01  -0.192056E+02
  1283   0.789018E+03   0.108538E+02   0.508623E-01  -0.184469E+02
  1284   0.786860E+03   0.108437E+02   0.508300E-01  -0.176931E+02
  1285   0.784651E+03   0.108372E+02   0.507972E-01  -0.169447E+02
  1286   0.782392E+03   0.108343E+02   0.507638E-01  -0.162020E+02
  1287   0.780082E+03   0.108350E+02   0.507299E-01  -0.154655E+02
  1288   0.777721E+03   0.108394E+02   0.506953E-01  -0.147355E+02
  1289   0.775310E+03   0.108475E+02   0.506602E-01  -0.140123E+02
  1290   0.772849E+03   0.108594E+02   0.506245E-01  -0.132965E+02
  1291   0.770338E+03   0.108749E+02   0.505882E-01  -0.125883E+02
  1292   0.767776E+03   0.108943E+02   0.505513E-01  -0.118883E+02
  1293   0.765163E+03   0.109176E+02   0.505139E-01  -0.111966E+02
  1294   0.762500E+03   0.109447E+02   0.504759E-01  -0.105139E+02
  1295   0.759786E+03   0.109756E+02   0.504373E-01  -0.984039E+01
  1296   0.757021E+03   0.110105E+02   0.503982E-01  -0.917662E+01
  1297   0.754204E+03   0.110493E+02   0.503584E-01  -0.852293E+01
  1298   0.751336E+03   0.110922E+02   0.503182E-01  -0.787973E+01
  1299   0.748415E+03   0.111389E+02   0.502773E-01  -0.724750E+01
  1300   0.745442E+03   0.111898E+02   0.502359E-01  -0.662655E+01
  1301   0.742417E+03   0.112446E+02   0.501940E-01  -0.601735E+01
  1302   0.739341E+03   0.113035E+02   0.501515E-01  -0.541979E+01
  1303   0.736216E+03   0.113663E+02   0.501085E-01  -0.483403E+01
  1304   0.733043E+03   0.114327E+02   0.500649E-01  -0.425988E+01
  1305   0.729827E+03   0.115028E+02   0.500208E-01  -0.369745E+01
  1306   0.726567E+03   0.115763E+02   0.499761E-01  -0.314661E+01
  1307   0.723265E+03   0.116532E+02   0.499310E-01  -0.260740E+01
  1308   0.719925E+03   0.117333E+02   0.498853E-01  -0.207983E+01
  1309   0.716548E+03   0.118165E+02   0.498392E-01  -0.156387E+01
  1310   0.713133E+03   0.119027E+02   0.497925E-01  -0.105941E+01
  1311   0.709686E+03   0.119917E+02   0.497453E-01  -0.566612E+00
  1312   0.706205E+03   0.120835E+02   0.496977E-01  -0.853757E-01
  1313   0.702695E+03   0.121778E+02   0.496495E-01   0.384344E+00
  1314   0.699155E+03   0.122746E+02   0.496009E-01   0.842362E+00
  1315   0.695587E+03   0.123739E+02   0.495519E-01   0.128887E+01
  1316   0.691994E+03   0.124755E+02   0.495023E-01   0.172367E+01
  1317   0.688376E+03   0.125793E+02   0.494523E-01   0.214674E+01
  1318   0.684736E+03   0.126853E+02   0.494019E-01   0.255810E+01
  1319   0.681076E+03   0.127933E+02   0.493511E-01   0.295772E+01
  1320   0.677395E+03   0.129033E+02   0.492998E-01   0.334548E+01
  1321   0.673697E+03   0.130152E+02   0.492481E-01   0.372142E+01
  1322   0.669983E+03   0.131288E+02   0.491960E-01   0.408541E+01
  1323   0.666254E+03   0.132442E+02   0.491434E-01   0.443742E+01
  1324   0.662511E+03   0.133611E+02   0.490905E-01   0.477739E+01
  1325   0.658756E+03   0.134795E+02   0.490372E-01   0.510529E+01
  1326   0.654990E+03   0.135992E+02   0.489836E-01   0.542098E+01
  1327   0.651215E+03   0.137203E+02   0.489295E-01   0.572435E+01
  1328   0.647432E+03   0.138425E+02   0.488751E-01   0.601543E+01
  1329   0.643641E+03   0.139658E+02   0.488204E-01   0.629408E+01
  1330   0.639846E+03   0.140902E+02   0.487653E-01   0.656011E+01
  1331   0.636047E+03   0.142156E+02   0.487099E-01   0.681346E+01
  1332   0.632244E+03   0.143418E+02   0.486542E-01   0.705401E+01
  1333   0.628440E+03   0.144688E+02   0.485981E-01   0.728162E+01
  1334   0.624636E+03   0.145966E+02   0.485418E-01   0.749625E+01
  1335   0.620832E+03   0.147250E+02   0.484851E-01   0.769775E+01
  1336   0.617031E+03   0.148540E+02   0.484282E-01   0.788586E+01
  1337   0.613232E+03   0.149834E+02   0.483710E-01   0.806050E+01
  1338   0.609440E+03   0.151133E+02   0.483135E-01   0.822147E+01
  1339   0.605652E+03   0.152436E+02   0.482557E-01   0.836871E+01
  1340   0.601871E+03   0.153742E+02   0.481978E-01   0.850193E+01
  1341   0.598099E+03   0.155049E+02   0.481395E-01   0.862100E+01
  1342   0.594336E+03   0.156358E+02   0.480811E-01   0.872584E+01
  1343   0.590583E+03   0.157667E+02   0.480224E-01   0.881610E+01
  1344   0.586841E+03   0.158977E+02   0.479636E-01   0.889170E+01
  1345   0.583113E+03   0.160286E+02   0.479045E-01   0.895244E+01
  1346   0.579397E+03   0.161593E+02   0.478452E-01   0.899809E+01
  1347   0.575697E+03   0.162897E+02   0.477858E-01   0.902844E+01
  1348   0.572011E+03   0.164199E+02   0.477262E-01   0.904333E+01
  1349   0.568344E+03   0.165497E+02   0.476665E-01   0.904254E+01
  1350   0.564693E+03   0.166792E+02   0.476066E-01   0.902564E+01
  1351   0.561063E+03   0.168082E+02   0.475465E-01   0.899250E+01
  1352   0.557452E+03   0.169368E+02   0.474864E-01   0.894350E+01
  1353   0.553863E+03   0.170647E+02   0.474261E-01   0.887896E+01
  1354   0.550289E+03   0.171921E+02   0.473657E-01   0.879927E+01
  1355   0.546744E+03   0.173188E+02   0.473053E-01   0.870490E+01
  1356   0.543220E+03   0.174448E+02   0.472447E-01   0.859618E+01
  1357   0.539720E+03   0.175701E+02   0.471841E-01   0.847350E+01
  1358   0.536245E+03   0.176944E+02   0.471235E-01   0.833733E+01
  1359   0.532792E+03   0.178179E+02   0.470628E-01   0.818792E+01
  1360   0.529360E+03   0.179404E+02   0.470020E-01   0.802580E+01
  1361   0.525952E+03   0.180618E+02   0.469413E-01   0.785130E+01
  1362   0.522577E+03   0.181821E+02   0.468805E-01   0.766472E+01
  1363   0.519223E+03   0.183012E+02   0.468197E-01   0.746653E+01
  1364   0.515898E+03   0.184191E+02   0.467590E-01   0.725698E+01
  1365   0.512605E+03   0.185356E+02   0.466983E-01   0.703636E+01
  1366   0.509330E+03   0.186509E+02   0.466376E-01   0.680508E+01
  1367   0.506091E+03   0.187647E+02   0.465769E-01   0.656343E+01
  1368   0.502881E+03   0.188770E+02   0.465163E-01   0.631174E+01
  1369   0.499696E+03   0.189878E+02   0.464558E-01   0.605030E+01
  1370   0.496552E+03   0.190971E+02   0.463953E-01   0.577936E+01
  1371   0.493428E+03   0.192046E+02   0.463350E-01   0.549922E+01
  1372   0.490342E+03   0.193105E+02   0.462747E-01   0.521018E+01
  1373   0.487287E+03   0.194146E+02   0.462146E-01   0.491248E+01
  1374   0.484267E+03   0.195169E+02   0.461546E-01   0.460636E+01
  1375   0.481275E+03   0.196173E+02   0.460947E-01   0.429210E+01
  1376   0.478320E+03   0.197158E+02   0.460350E-01   0.397002E+01
  1377   0.475405E+03   0.198122E+02   0.459754E-01   0.364028E+01
  1378   0.472524E+03   0.199066E+02   0.459160E-01   0.330316E+01
  1379   0.469678E+03   0.199989E+02   0.458568E-01   0.295891E+01
  1380   0.466864E+03   0.200890E+02   0.457977E-01   0.260789E+01
  1381   0.464096E+03   0.201767E+02   0.457389E-01   0.225018E+01
  1382   0.461363E+03   0.202622E+02   0.456802E-01   0.188615E+01
  1383   0.458667E+03   0.203452E+02   0.456218E-01   0.151604E+01
  1384   0.456008E+03   0.204257E+02   0.455635E-01   0.113998E+01
  1385   0.453397E+03   0.205037E+02   0.455056E-01   0.758136E+00
  1386   0.450828E+03   0.205791E+02   0.454478E-01   0.370571E+00
  1387   0.448296E+03   0.206518E+02   0.453903E-01  -0.224151E-01
  1388   0.445810E+03   0.207219E+02   0.453331E-01  -0.420824E+00
  1389   0.443365E+03   0.207891E+02   0.452761E-01  -0.824435E+00
  1390   0.440970E+03   0.208536E+02   0.452194E-01  -0.123310E+01
  1391   0.438619E+03   0.209151E+02   0.451630E-01  -0.164675E+01
  1392   0.436314E+03   0.209737E+02   0.451068E-01  -0.206509E+01
  1393   0.434066E+03   0.210293E+02   0.450510E-01  -0.248804E+01
  1394   0.431861E+03   0.210816E+02   0.449954E-01  -0.291540E+01
  1395   0.429700E+03   0.211309E+02   0.449402E-01  -0.334708E+01
  1396   0.427594E+03   0.211767E+02   0.448852E-01  -0.378281E+01
  1397   0.425545E+03   0.212193E+02   0.448306E-01  -0.422257E+01
  1398   0.423539E+03   0.212584E+02   0.447763E-01  -0.466608E+01
  1399   0.421594E+03   0.212940E+02   0.447223E-01  -0.511342E+01
  1400   0.419696E+03   0.213260E+02   0.446686E-01  -0.556444E+01
  1401   0.417862E+03   0.213543E+02   0.446153E-01  -0.601904E+01
  1402   0.416078E+03   0.213790E+02   0.445624E-01  -0.647682E+01
  1403   0.414350E+03   0.214002E+02   0.445097E-01  -0.693761E+01
  1404   0.412678E+03   0.214178E+02   0.444574E-01  -0.740106E+01
  1405   0.411055E+03   0.214321E+02   0.444055E-01  -0.786679E+01
  1406   0.409481E+03   0.214430E+02   0.443539E-01  -0.833450E+01
  1407   0.407955E+03   0.214504E+02   0.443027E-01  -0.880397E+01
  1408   0.406484E+03   0.214547E+02   0.442519E-01  -0.927476E+01
  1409   0.405053E+03   0.214556E+02   0.442014E-01  -0.974665E+01
  1410   0.403677E+03   0.214534E+02   0.441513E-01  -0.102193E+02
  1411   0.402342E+03   0.214480E+02   0.441015E-01  -0.106924E+02
  1412   0.401053E+03   0.214396E+02   0.440522E-01  -0.111658E+02
  1413   0.399804E+03   0.214281E+02   0.440032E-01  -0.116390E+02
  1414   0.398601E+03   0.214136E+02   0.439545E-01  -0.121121E+02
  1415   0.397437E+03   0.213961E+02   0.439063E-01  -0.125845E+02
  1416   0.396320E+03   0.213758E+02   0.438584E-01  -0.130562E+02
  1417   0.395241E+03   0.213525E+02   0.438110E-01  -0.135268E+02
  1418   0.394208E+03   0.213265E+02   0.437639E-01  -0.139962E+02
  1419   0.393214E+03   0.212977E+02   0.437172E-01  -0.144640E+02
  1420   0.392257E+03   0.212661E+02   0.436709E-01  -0.149300E+02
  1421   0.391339E+03   0.212318E+02   0.436249E-01  -0.153940E+02
  1422   0.390458E+03   0.211948E+02   0.435794E-01  -0.158556E+02
  1423   0.389622E+03   0.211551E+02   0.435343E-01  -0.163147E+02
  1424   0.388817E+03   0.211129E+02   0.434895E-01  -0.167708E+02
  1425   0.388048E+03   0.210680E+02   0.434452E-01  -0.172239E+02
  1426   0.387317E+03   0.210206E+02   0.434012E-01  -0.176736E+02
  1427   0.386615E+03   0.209706E+02   0.433577E-01  -0.181197E+02
  1428   0.385950E+03   0.209181E+02   0.433145E-01  -0.185619E+02
  1429   0.385321E+03   0.208630E+02   0.432717E-01  -0.190001E+02
  1430   0.384729E+03   0.208054E+02   0.432294E-01  -0.194339E+02
  1431   0.384166E+03   0.207454E+02   0.431874E-01  -0.198631E+02
  1432   0.383639E+03   0.206830E+02   0.431458E-01  -0.202875E+02
  1433   0.383141E+03   0.206181E+02   0.431046E-01  -0.207068E+02
  1434   0.382679E+03   0.205507E+02   0.430638E-01  -0.211208E+02
  1435   0.382245E+03   0.204810E+02   0.430234E-01  -0.215293E+02
  1436   0.381847E+03   0.204089E+02   0.429834E-01  -0.219320E+02
  1437   0.381477E+03   0.203342E+02   0.429438E-01  -0.223287E+02
  1438   0.381135E+03   0.202573E+02   0.429046E-01  -0.227191E+02
  1439   0.380828E+03   0.201780E+02   0.428657E-01  -0.231031E+02
  1440   0.380556E+03   0.200962E+02   0.428273E-01  -0.234802E+02
  1441   0.380312E+03   0.200121E+02   0.427892E-01  -0.238504E+02
  1442   0.380096E+03   0.199256E+02   0.427515E-01  -0.242133E+02
  1443   0.379907E+03   0.198366E+02   0.427142E-01  -0.245687E+02
  1444   0.379752E+03   0.197452E+02   0.426773E-01  -0.249164E+02
  1445   0.379625E+03   0.196515E+02   0.426407E-01  -0.252561E+02
  1446   0.379525E+03   0.195553E+02   0.426045E-01  -0.255874E+02
  1447   0.379459E+03   0.194567E+02   0.425687E-01  -0.259104E+02
  1448   0.379421E+03   0.193557E+02   0.425332E-01  -0.262245E+02
  1449   0.379409E+03   0.192522E+02   0.424981E-01  -0.265298E+02
  1450   0.379431E+03   0.191463E+02   0.424633E-01  -0.268258E+02
  1451   0.379487E+03   0.190379E+02   0.424289E-01  -0.271125E+02
  1452   0.379567E+03   0.189271E+02   0.423948E-01  -0.273898E+02
  1453   0.379672E+03   0.188140E+02   0.423611E-01  -0.276579E+02
  1454   0.379806E+03   0.186988E+02   0.423277E-01  -0.279169E+02
  1455   0.379967E+03   0.185815E+02   0.422947E-01  -0.281668E+02
  1456   0.380155E+03   0.184622E+02   0.422619E-01  -0.284076E+02
  1457   0.380367E+03   0.183411E+02   0.422295E-01  -0.286395E+02
  1458   0.380595E+03   0.182180E+02   0.421974E-01  -0.288625E+02
  1459   0.380845E+03   0.180934E+02   0.421656E-01  -0.290767E+02
  1460   0.381115E+03   0.179672E+02   0.421341E-01  -0.292822E+02
  1461   0.381403E+03   0.178393E+02   0.421029E-01  -0.294789E+02
  1462   0.381708E+03   0.177101E+02   0.420719E-01  -0.296670E+02
  1463   0.382029E+03   0.175795E+02   0.420413E-01  -0.298466E+02
  1464   0.382363E+03   0.174477E+02   0.420109E-01  -0.300176E+02
  1465   0.382710E+03   0.173147E+02   0.419808E-01  -0.301801E+02
  1466   0.383075E+03   0.171805E+02   0.419509E-01  -0.303342E+02
  1467   0.383449E+03   0.170454E+02   0.419213E-01  -0.304799E+02
  1468   0.383838E+03   0.169093E+02   0.418920E-01  -0.306174E+02
  1469   0.384234E+03   0.167724E+02   0.418628E-01  -0.307466E+02
  1470   0.384634E+03   0.166347E+02   0.418339E-01  -0.308674E+02
  1471   0.385052E+03   0.164962E+02   0.418052E-01  -0.309801E+02
  1472   0.385472E+03   0.163572E+02   0.417767E-01  -0.310845E+02
  1473   0.385891E+03   0.162175E+02   0.417485E-01  -0.311808E+02
  1474   0.386324E+03   0.160774E+02   0.417204E-01  -0.312689E+02
  1475   0.386754E+03   0.159368E+02   0.416925E-01  -0.313489E+02
  1476   0.387194E+03   0.157959E+02   0.416648E-01  -0.314208E+02
  1477   0.387635E+03   0.156547E+02   0.416372E-01  -0.314845E+02
  1478   0.388076E+03   0.155132E+02   0.416098E-01  -0.315401E+02
  1479   0.388523E+03   0.153716E+02   0.415826E-01  -0.315876E+02
  1480   0.388966E+03   0.152299E+02   0.415555E-01  -0.316269E+02
  1481   0.389412E+03   0.150882E+02   0.415286E-01  -0.316581E+02
  1482   0.389852E+03   0.149465E+02   0.415017E-01  -0.316812E+02
  1483   0.390291E+03   0.148048E+02   0.414751E-01  -0.316960E+02
  1484   0.390735E+03   0.146633E+02   0.414485E-01  -0.317027E+02
  1485   0.391168E+03   0.145221E+02   0.414220E-01  -0.317010E+02
  1486   0.391604E+03   0.143810E+02   0.413956E-01  -0.316911E+02
  1487   0.392025E+03   0.142403E+02   0.413693E-01  -0.316728E+02
  1488   0.392446E+03   0.140999E+02   0.413432E-01  -0.316462E+02
  1489   0.392864E+03   0.139600E+02   0.413170E-01  -0.316111E+02
  1490   0.393267E+03   0.138205E+02   0.412910E-01  -0.315676E+02
  1491   0.393665E+03   0.136815E+02   0.412650E-01  -0.315154E+02
  1492   0.394054E+03   0.135431E+02   0.412391E-01  -0.314547E+02
  1493   0.394433E+03   0.134054E+02   0.412132E-01  -0.313853E+02
  1494   0.394802E+03   0.132682E+02   0.411873E-01  -0.313071E+02
  1495   0.395160E+03   0.131318E+02   0.411615E-01  -0.312201E+02
  1496   0.395506E+03   0.129962E+02   0.411358E-01  -0.311242E+02
  1497   0.395841E+03   0.128613E+02   0.411100E-01  -0.310193E+02
  1498   0.396162E+03   0.127273E+02   0.410843E-01  -0.309052E+02
  1499   0.396469E+03   0.125942E+02   0.410585E-01  -0.307818E+02
  1500   0.396762E+03   0.124621E+02   0.410328E-01  -0.306491E+02
  1501   0.397040E+03   0.123309E+02   0.410070E-01  -0.305070E+02
  1502   0.397305E+03   0.122007E+02   0.409813E-01  -0.303558E+02
  1503   0.397553E+03   0.120716E+02   0.409555E-01  -0.301957E+02
  1504   0.397785E+03   0.119436E+02   0.409297E-01  -0.300272E+02
  1505   0.398003E+03   0.118167E+02   0.409038E-01  -0.298504E+02
  1506   0.398204E+03   0.116910E+02   0.408779E-01  -0.296657E+02
  1507   0.398388E+03   0.115664E+02   0.408520E-01  -0.294734E+02
  1508   0.398556E+03   0.114431E+02   0.408260E-01  -0.292739E+02
  1509   0.398708E+03   0.113210E+02   0.408000E-01  -0.290673E+02
  1510   0.398842E+03   0.112002E+02   0.407738E-01  -0.288540E+02
  1511   0.398958E+03   0.110807E+02   0.407477E-01  -0.286343E+02
  1512   0.399059E+03   0.109626E+02   0.407214E-01  -0.284083E+02
  1513   0.399142E+03   0.108458E+02   0.406950E-01  -0.281762E+02
  1514   0.399208E+03   0.107304E+02   0.406686E-01  -0.279385E+02
  1515   0.399258E+03   0.106166E+02   0.406421E-01  -0.276952E+02
  1516   0.399291E+03   0.105042E+02   0.406154E-01  -0.274467E+02
  1517   0.399307E+03   0.103933E+02   0.405887E-01  -0.271931E+02
  1518   0.399305E+03   0.102840E+02   0.405618E-01  -0.269348E+02
  1519   0.399286E+03   0.101762E+02   0.405348E-01  -0.266718E+02
  1520   0.399249E+03   0.100700E+02   0.405077E-01  -0.264046E+02
  1521   0.399194E+03   0.996549E+01   0.404804E-01  -0.261332E+02
  1522   0.399120E+03   0.986270E+01   0.404530E-01  -0.258578E+02
  1523   0.399028E+03   0.976153E+01   0.404254E-01  -0.255788E+02
  1524   0.398916E+03   0.966207E+01   0.403977E-01  -0.252964E+02
  1525   0.398786E+03   0.956435E+01   0.403698E-01  -0.250106E+02
  1526   0.398636E+03   0.946846E+01   0.403418E-01  -0.247217E+02
  1527   0.398467E+03   0.937442E+01   0.403136E-01  -0.244299E+02
  1528   0.398278E+03   0.928218E+01   0.402852E-01  -0.241353E+02
  1529   0.398069E+03   0.919184E+01   0.402566E-01  -0.238380E+02
  1530   0.397840E+03   0.910342E+01   0.402279E-01  -0.235385E+02
  1531   0.397590E+03   0.901693E+01   0.401989E-01  -0.232367E+02
  1532   0.397318E+03   0.893249E+01   0.401697E-01  -0.229328E+02
  1533   0.397026E+03   0.884996E+01   0.401404E-01  -0.226270E+02
  1534   0.396712E+03   0.876951E+01   0.401108E-01  -0.223195E+02
  1535   0.396376E+03   0.869117E+01   0.400810E-01  -0.220103E+02
  1536   0.396018E+03   0.861488E+01   0.400510E-01  -0.216998E+02
  1537   0.395636E+03   0.854068E+01   0.400208E-01  -0.213880E+02
  1538   0.395231E+03   0.846873E+01   0.399903E-01  -0.210750E+02
  1539   0.394803E+03   0.839890E+01   0.399596E-01  -0.207609E+02
  1540   0.394351E+03   0.833138E+01   0.399287E-01  -0.204459E+02
  1541   0.393874E+03   0.826611E+01   0.398975E-01  -0.201301E+02
  1542   0.393374E+03   0.820320E+01   0.398661E-01  -0.198135E+02
  1543   0.392848E+03   0.814258E+01   0.398344E-01  -0.194964E+02
  1544   0.392297E+03   0.808444E+01   0.398025E-01  -0.191787E+02
  1545   0.391721E+03   0.802866E+01   0.397704E-01  -0.188606E+02
  1546   0.391118E+03   0.797532E+01   0.397379E-01  -0.185422E+02
  1547   0.390490E+03   0.792455E+01   0.397052E-01  -0.182236E+02
  1548   0.389833E+03   0.787635E+01   0.396723E-01  -0.179049E+02
  1549   0.389149E+03   0.783069E+01   0.396391E-01  -0.175862E+02
  1550   0.388437E+03   0.778766E+01   0.396056E-01  -0.172675E+02
