#    L    TT             EE             BB             TE          
  2305   0.610712E+02   0.243734E+01   0.161543E-01  -0.467918E+01
  2306   0.610229E+02   0.242343E+01   0.161351E-01  -0.467472E+01
  2307   0.609746E+02   0.240949E+01   0.161159E-01  -0.466955E+01
  2308   0.609254E+02   0.239549E+01   0.160968E-01  -0.466369E+01
  2309   0.608756E+02   0.238146E+01   0.160776E-01  -0.465713E+01
  2310   0.608260E+02   0.236740E+01   0.160585E-01  -0.464994E+01
  2311   0.607759E+02   0.235330E+01   0.160395E-01  -0.464205E+01
  2312   0.607246E+02   0.233918E+01   0.160204E-01  -0.463338E+01
  2313   0.606730E+02   0.232503E+01   0.160014E-01  -0.462408E+01
  2314   0.606211E+02   0.231087E+01   0.159824E-01  -0.461415E+01
  2315   0.605684E+02   0.229669E+01   0.159634E-01  -0.460342E+01
  2316   0.605148E+02   0.228251E+01   0.159444E-01  -0.459206E+01
  2317   0.604605E+02   0.226832E+01   0.159255E-01  -0.457998E+01
  2318   0.604055E+02   0.225413E+01   0.159066E-01  -0.456718E+01
  2319   0.603492E+02   0.223994E+01   0.158877E-01  -0.455373E+01
  2320   0.602924E+02   0.222576E+01   0.158688E-01  -0.453962E+01
  2321   0.602344E+02   0.221159E+01   0.158499E-01  -0.452479E+01
  2322   0.601754E+02   0.219744E+01   0.158310E-01  -0.450929E+01
  2323   0.601161E+02   0.218331E+01   0.158121E-01  -0.449312E+01
  2324   0.600551E+02   0.216921E+01   0.157933E-01  -0.447629E+01
  2325   0.599933E+02   0.215514E+01   0.157745E-01  -0.445886E+01
  2326   0.599300E+02   0.214112E+01   0.157556E-01  -0.444075E+01
  2327   0.598660E+02   0.212714E+01   0.157368E-01  -0.442196E+01
  2328   0.598007E+02   0.211322E+01   0.157180E-01  -0.440264E+01
  2329   0.597348E+02   0.209935E+01   0.156992E-01  -0.438269E+01
  2330   0.596670E+02   0.208555E+01   0.156804E-01  -0.436213E+01
  2331   0.595980E+02   0.207180E+01   0.156617E-01  -0.434102E+01
  2332   0.595280E+02   0.205813E+01   0.156429E-01  -0.431928E+01
  2333   0.594570E+02   0.204453E+01   0.156242E-01  -0.429699E+01
  2334   0.593844E+02   0.203100E+01   0.156055E-01  -0.427413E+01
  2335   0.593102E+02   0.201756E+01   0.155868E-01  -0.425070E+01
  2336   0.592345E+02   0.200419E+01   0.155681E-01  -0.422678E+01
  2337   0.591581E+02   0.199092E+01   0.155494E-01  -0.420236E+01
  2338   0.590796E+02   0.197772E+01   0.155308E-01  -0.417736E+01
  2339   0.589999E+02   0.196463E+01   0.155121E-01  -0.415193E+01
  2340   0.589189E+02   0.195165E+01   0.154935E-01  -0.412606E+01
  2341   0.588361E+02   0.193876E+01   0.154749E-01  -0.409968E+01
  2342   0.587522E+02   0.192598E+01   0.154564E-01  -0.407285E+01
  2343   0.586665E+02   0.191332E+01   0.154378E-01  -0.404564E+01
  2344   0.585792E+02   0.190076E+01   0.154193E-01  -0.401806E+01
  2345   0.584903E+02   0.188833E+01   0.154008E-01  -0.399002E+01
  2346   0.584006E+02   0.187601E+01   0.153823E-01  -0.396167E+01
  2347   0.583088E+02   0.186381E+01   0.153639E-01  -0.393293E+01
  2348   0.582155E+02   0.185174E+01   0.153454E-01  -0.390386E+01
  2349   0.581202E+02   0.183979E+01   0.153270E-01  -0.387448E+01
  2350   0.580236E+02   0.182798E+01   0.153087E-01  -0.384484E+01
  2351   0.579259E+02   0.181629E+01   0.152903E-01  -0.381487E+01
  2352   0.578263E+02   0.180474E+01   0.152720E-01  -0.378470E+01
  2353   0.577248E+02   0.179333E+01   0.152537E-01  -0.375424E+01
  2354   0.576216E+02   0.178206E+01   0.152355E-01  -0.372362E+01
  2355   0.575173E+02   0.177094E+01   0.152172E-01  -0.369268E+01
  2356   0.574106E+02   0.175997E+01   0.151990E-01  -0.366154E+01
  2357   0.573031E+02   0.174916E+01   0.151808E-01  -0.363026E+01
  2358   0.571931E+02   0.173850E+01   0.151626E-01  -0.359875E+01
  2359   0.570823E+02   0.172800E+01   0.151445E-01  -0.356707E+01
  2360   0.569693E+02   0.171766E+01   0.151264E-01  -0.353513E+01
  2361   0.568547E+02   0.170747E+01   0.151082E-01  -0.350312E+01
  2362   0.567380E+02   0.169745E+01   0.150902E-01  -0.347089E+01
  2363   0.566198E+02   0.168759E+01   0.150721E-01  -0.343855E+01
  2364   0.564996E+02   0.167788E+01   0.150540E-01  -0.340603E+01
  2365   0.563780E+02   0.166835E+01   0.150360E-01  -0.337345E+01
  2366   0.562551E+02   0.165900E+01   0.150180E-01  -0.334071E+01
  2367   0.561295E+02   0.164980E+01   0.149999E-01  -0.330788E+01
  2368   0.560026E+02   0.164077E+01   0.149819E-01  -0.327493E+01
  2369   0.558746E+02   0.163192E+01   0.149639E-01  -0.324198E+01
  2370   0.557439E+02   0.162325E+01   0.149459E-01  -0.320888E+01
  2371   0.556121E+02   0.161475E+01   0.149280E-01  -0.317576E+01
  2372   0.554785E+02   0.160642E+01   0.149100E-01  -0.314258E+01
  2373   0.553438E+02   0.159826E+01   0.148920E-01  -0.310941E+01
  2374   0.552066E+02   0.159030E+01   0.148740E-01  -0.307622E+01
  2375   0.550685E+02   0.158249E+01   0.148560E-01  -0.304300E+01
  2376   0.549286E+02   0.157487E+01   0.148380E-01  -0.300980E+01
  2377   0.547863E+02   0.156743E+01   0.148200E-01  -0.297659E+01
  2378   0.546432E+02   0.156016E+01   0.148020E-01  -0.294341E+01
  2379   0.544984E+02   0.155307E+01   0.147840E-01  -0.291027E+01
  2380   0.543527E+02   0.154616E+01   0.147660E-01  -0.287719E+01
  2381   0.542048E+02   0.153942E+01   0.147479E-01  -0.284416E+01
  2382   0.540553E+02   0.153286E+01   0.147299E-01  -0.281120E+01
  2383   0.539044E+02   0.152648E+01   0.147119E-01  -0.277831E+01
  2384   0.537519E+02   0.152027E+01   0.146938E-01  -0.274551E+01
  2385   0.535987E+02   0.151424E+01   0.146757E-01  -0.271280E+01
  2386   0.534434E+02   0.150837E+01   0.146576E-01  -0.268021E+01
  2387   0.532866E+02   0.150268E+01   0.146395E-01  -0.264774E+01
  2388   0.531292E+02   0.149717E+01   0.146214E-01  -0.261541E+01
  2389   0.529704E+02   0.149183E+01   0.146033E-01  -0.258323E+01
  2390   0.528095E+02   0.148665E+01   0.145851E-01  -0.255121E+01
  2391   0.526480E+02   0.148165E+01   0.145670E-01  -0.251937E+01
  2392   0.524859E+02   0.147682E+01   0.145488E-01  -0.248772E+01
  2393   0.523218E+02   0.147215E+01   0.145306E-01  -0.245627E+01
  2394   0.521572E+02   0.146765E+01   0.145124E-01  -0.242502E+01
  2395   0.519913E+02   0.146332E+01   0.144942E-01  -0.239400E+01
  2396   0.518249E+02   0.145914E+01   0.144760E-01  -0.236320E+01
  2397   0.516573E+02   0.145512E+01   0.144578E-01  -0.233265E+01
  2398   0.514885E+02   0.145126E+01   0.144396E-01  -0.230234E+01
  2399   0.513192E+02   0.144755E+01   0.144214E-01  -0.227230E+01
  2400   0.511488E+02   0.144400E+01   0.144031E-01  -0.224254E+01
  2401   0.509771E+02   0.144059E+01   0.143849E-01  -0.221306E+01
  2402   0.508058E+02   0.143732E+01   0.143667E-01  -0.218387E+01
  2403   0.506325E+02   0.143421E+01   0.143484E-01  -0.215500E+01
  2404   0.504594E+02   0.143125E+01   0.143302E-01  -0.212644E+01
  2405   0.502851E+02   0.142844E+01   0.143120E-01  -0.209820E+01
  2406   0.501101E+02   0.142579E+01   0.142937E-01  -0.207029E+01
  2407   0.499345E+02   0.142328E+01   0.142755E-01  -0.204273E+01
  2408   0.497576E+02   0.142092E+01   0.142573E-01  -0.201550E+01
  2409   0.495806E+02   0.141872E+01   0.142391E-01  -0.198863E+01
  2410   0.494022E+02   0.141667E+01   0.142209E-01  -0.196212E+01
  2411   0.492238E+02   0.141476E+01   0.142027E-01  -0.193598E+01
  2412   0.490439E+02   0.141300E+01   0.141845E-01  -0.191022E+01
  2413   0.488638E+02   0.141139E+01   0.141664E-01  -0.188484E+01
  2414   0.486829E+02   0.140992E+01   0.141482E-01  -0.185986E+01
  2415   0.485011E+02   0.140861E+01   0.141301E-01  -0.183528E+01
  2416   0.483192E+02   0.140743E+01   0.141120E-01  -0.181111E+01
  2417   0.481362E+02   0.140640E+01   0.140939E-01  -0.178737E+01
  2418   0.479531E+02   0.140550E+01   0.140758E-01  -0.176406E+01
  2419   0.477689E+02   0.140476E+01   0.140577E-01  -0.174118E+01
  2420   0.475851E+02   0.140413E+01   0.140396E-01  -0.171875E+01
  2421   0.474003E+02   0.140365E+01   0.140216E-01  -0.169677E+01
  2422   0.472150E+02   0.140330E+01   0.140036E-01  -0.167525E+01
  2423   0.470301E+02   0.140307E+01   0.139856E-01  -0.165419E+01
  2424   0.468441E+02   0.140297E+01   0.139676E-01  -0.163360E+01
  2425   0.466583E+02   0.140300E+01   0.139496E-01  -0.161349E+01
  2426   0.464720E+02   0.140314E+01   0.139317E-01  -0.159386E+01
  2427   0.462852E+02   0.140339E+01   0.139137E-01  -0.157470E+01
  2428   0.460986E+02   0.140376E+01   0.138958E-01  -0.155604E+01
  2429   0.459121E+02   0.140424E+01   0.138779E-01  -0.153787E+01
  2430   0.457250E+02   0.140482E+01   0.138600E-01  -0.152019E+01
  2431   0.455380E+02   0.140551E+01   0.138421E-01  -0.150301E+01
  2432   0.453511E+02   0.140629E+01   0.138242E-01  -0.148633E+01
  2433   0.451642E+02   0.140717E+01   0.138063E-01  -0.147016E+01
  2434   0.449781E+02   0.140813E+01   0.137885E-01  -0.145449E+01
  2435   0.447912E+02   0.140919E+01   0.137706E-01  -0.143932E+01
  2436   0.446050E+02   0.141032E+01   0.137528E-01  -0.142465E+01
  2437   0.444187E+02   0.141153E+01   0.137350E-01  -0.141050E+01
  2438   0.442330E+02   0.141281E+01   0.137171E-01  -0.139683E+01
  2439   0.440472E+02   0.141416E+01   0.136993E-01  -0.138367E+01
  2440   0.438619E+02   0.141557E+01   0.136815E-01  -0.137100E+01
  2441   0.436772E+02   0.141704E+01   0.136637E-01  -0.135884E+01
  2442   0.434930E+02   0.141857E+01   0.136459E-01  -0.134715E+01
  2443   0.433086E+02   0.142014E+01   0.136280E-01  -0.133595E+01
  2444   0.431253E+02   0.142175E+01   0.136102E-01  -0.132524E+01
  2445   0.429431E+02   0.142342E+01   0.135924E-01  -0.131500E+01
  2446   0.427606E+02   0.142510E+01   0.135746E-01  -0.130522E+01
  2447   0.425800E+02   0.142683E+01   0.135568E-01  -0.129591E+01
  2448   0.423996E+02   0.142858E+01   0.135390E-01  -0.128705E+01
  2449   0.422196E+02   0.143034E+01   0.135212E-01  -0.127865E+01
  2450   0.420412E+02   0.143213E+01   0.135034E-01  -0.127068E+01
  2451   0.418631E+02   0.143392E+01   0.134855E-01  -0.126314E+01
  2452   0.416866E+02   0.143571E+01   0.134677E-01  -0.125603E+01
  2453   0.415101E+02   0.143752E+01   0.134499E-01  -0.124936E+01
  2454   0.413352E+02   0.143934E+01   0.134321E-01  -0.124312E+01
  2455   0.411609E+02   0.144116E+01   0.134143E-01  -0.123731E+01
  2456   0.409880E+02   0.144297E+01   0.133965E-01  -0.123192E+01
  2457   0.408163E+02   0.144480E+01   0.133787E-01  -0.122697E+01
  2458   0.406452E+02   0.144662E+01   0.133609E-01  -0.122244E+01
  2459   0.404744E+02   0.144845E+01   0.133431E-01  -0.121833E+01
  2460   0.403054E+02   0.145028E+01   0.133253E-01  -0.121465E+01
  2461   0.401374E+02   0.145211E+01   0.133075E-01  -0.121138E+01
  2462   0.399697E+02   0.145393E+01   0.132897E-01  -0.120853E+01
  2463   0.398042E+02   0.145574E+01   0.132719E-01  -0.120609E+01
  2464   0.396388E+02   0.145756E+01   0.132542E-01  -0.120405E+01
  2465   0.394749E+02   0.145936E+01   0.132364E-01  -0.120243E+01
  2466   0.393116E+02   0.146116E+01   0.132187E-01  -0.120119E+01
  2467   0.391497E+02   0.146294E+01   0.132010E-01  -0.120036E+01
  2468   0.389890E+02   0.146472E+01   0.131833E-01  -0.119991E+01
  2469   0.388295E+02   0.146648E+01   0.131656E-01  -0.119986E+01
  2470   0.386703E+02   0.146823E+01   0.131479E-01  -0.120018E+01
  2471   0.385130E+02   0.146996E+01   0.131303E-01  -0.120088E+01
  2472   0.383567E+02   0.147167E+01   0.131126E-01  -0.120196E+01
  2473   0.382013E+02   0.147336E+01   0.130950E-01  -0.120340E+01
  2474   0.380468E+02   0.147503E+01   0.130774E-01  -0.120520E+01
  2475   0.378938E+02   0.147668E+01   0.130599E-01  -0.120737E+01
  2476   0.377415E+02   0.147830E+01   0.130424E-01  -0.120990E+01
  2477   0.375907E+02   0.147989E+01   0.130249E-01  -0.121276E+01
  2478   0.374412E+02   0.148145E+01   0.130074E-01  -0.121597E+01
  2479   0.372930E+02   0.148298E+01   0.129900E-01  -0.121951E+01
  2480   0.371454E+02   0.148447E+01   0.129726E-01  -0.122339E+01
  2481   0.369996E+02   0.148593E+01   0.129552E-01  -0.122758E+01
  2482   0.368550E+02   0.148735E+01   0.129379E-01  -0.123209E+01
  2483   0.367115E+02   0.148874E+01   0.129206E-01  -0.123692E+01
  2484   0.365689E+02   0.149008E+01   0.129033E-01  -0.124204E+01
  2485   0.364281E+02   0.149138E+01   0.128861E-01  -0.124746E+01
  2486   0.362889E+02   0.149263E+01   0.128689E-01  -0.125317E+01
  2487   0.361506E+02   0.149382E+01   0.128517E-01  -0.125916E+01
  2488   0.360138E+02   0.149497E+01   0.128346E-01  -0.126544E+01
  2489   0.358778E+02   0.149606E+01   0.128175E-01  -0.127198E+01
  2490   0.357433E+02   0.149708E+01   0.128004E-01  -0.127878E+01
  2491   0.356109E+02   0.149805E+01   0.127834E-01  -0.128583E+01
  2492   0.354791E+02   0.149895E+01   0.127664E-01  -0.129313E+01
  2493   0.353486E+02   0.149979E+01   0.127494E-01  -0.130066E+01
  2494   0.352198E+02   0.150056E+01   0.127325E-01  -0.130840E+01
  2495   0.350922E+02   0.150126E+01   0.127156E-01  -0.131635E+01
  2496   0.349662E+02   0.150188E+01   0.126987E-01  -0.132451E+01
  2497   0.348414E+02   0.150243E+01   0.126819E-01  -0.133285E+01
  2498   0.347182E+02   0.150290E+01   0.126650E-01  -0.134137E+01
  2499   0.345963E+02   0.150327E+01   0.126483E-01  -0.135005E+01
  2500   0.344758E+02   0.150357E+01   0.126315E-01  -0.135888E+01
  2501   0.343568E+02   0.150377E+01   0.126148E-01  -0.136784E+01
  2502   0.342392E+02   0.150388E+01   0.125981E-01  -0.137694E+01
  2503   0.341230E+02   0.150389E+01   0.125814E-01  -0.138618E+01
  2504   0.340083E+02   0.150381E+01   0.125648E-01  -0.139555E+01
  2505   0.338951E+02   0.150364E+01   0.125481E-01  -0.140505E+01
  2506   0.337834E+02   0.150336E+01   0.125315E-01  -0.141469E+01
  2507   0.336732E+02   0.150298E+01   0.125150E-01  -0.142445E+01
  2508   0.335646E+02   0.150250E+01   0.124984E-01  -0.143433E+01
  2509   0.334574E+02   0.150192E+01   0.124819E-01  -0.144433E+01
  2510   0.333519E+02   0.150123E+01   0.124653E-01  -0.145445E+01
  2511   0.332479E+02   0.150044E+01   0.124488E-01  -0.146467E+01
  2512   0.331456E+02   0.149954E+01   0.124324E-01  -0.147500E+01
  2513   0.330447E+02   0.149854E+01   0.124159E-01  -0.148542E+01
  2514   0.329455E+02   0.149743E+01   0.123995E-01  -0.149593E+01
  2515   0.328478E+02   0.149621E+01   0.123831E-01  -0.150652E+01
  2516   0.327517E+02   0.149488E+01   0.123666E-01  -0.151718E+01
  2517   0.326571E+02   0.149343E+01   0.123503E-01  -0.152791E+01
  2518   0.325640E+02   0.149188E+01   0.123339E-01  -0.153869E+01
  2519   0.324725E+02   0.149023E+01   0.123176E-01  -0.154952E+01
  2520   0.323825E+02   0.148845E+01   0.123012E-01  -0.156038E+01
  2521   0.322940E+02   0.148657E+01   0.122849E-01  -0.157126E+01
  2522   0.322070E+02   0.148459E+01   0.122686E-01  -0.158217E+01
  2523   0.321215E+02   0.148250E+01   0.122524E-01  -0.159307E+01
  2524   0.320374E+02   0.148030E+01   0.122361E-01  -0.160396E+01
  2525   0.319548E+02   0.147799E+01   0.122199E-01  -0.161484E+01
  2526   0.318737E+02   0.147557E+01   0.122037E-01  -0.162568E+01
  2527   0.317939E+02   0.147306E+01   0.121876E-01  -0.163648E+01
  2528   0.317156E+02   0.147044E+01   0.121714E-01  -0.164722E+01
  2529   0.316385E+02   0.146772E+01   0.121553E-01  -0.165790E+01
  2530   0.315628E+02   0.146491E+01   0.121392E-01  -0.166851E+01
  2531   0.314885E+02   0.146200E+01   0.121231E-01  -0.167902E+01
  2532   0.314153E+02   0.145899E+01   0.121071E-01  -0.168944E+01
  2533   0.313434E+02   0.145589E+01   0.120911E-01  -0.169975E+01
  2534   0.312728E+02   0.145270E+01   0.120751E-01  -0.170993E+01
  2535   0.312032E+02   0.144940E+01   0.120592E-01  -0.172000E+01
  2536   0.311348E+02   0.144603E+01   0.120432E-01  -0.172992E+01
  2537   0.310676E+02   0.144256E+01   0.120274E-01  -0.173969E+01
  2538   0.310013E+02   0.143900E+01   0.120115E-01  -0.174931E+01
  2539   0.309360E+02   0.143537E+01   0.119957E-01  -0.175877E+01
  2540   0.308718E+02   0.143165E+01   0.119799E-01  -0.176805E+01
  2541   0.308085E+02   0.142785E+01   0.119642E-01  -0.177716E+01
  2542   0.307461E+02   0.142397E+01   0.119485E-01  -0.178608E+01
  2543   0.306846E+02   0.142003E+01   0.119328E-01  -0.179480E+01
  2544   0.306239E+02   0.141602E+01   0.119172E-01  -0.180332E+01
  2545   0.305641E+02   0.141194E+01   0.119016E-01  -0.181164E+01
  2546   0.305050E+02   0.140779E+01   0.118861E-01  -0.181974E+01
  2547   0.304466E+02   0.140359E+01   0.118706E-01  -0.182762E+01
  2548   0.303889E+02   0.139933E+01   0.118551E-01  -0.183529E+01
  2549   0.303319E+02   0.139501E+01   0.118396E-01  -0.184272E+01
  2550   0.302754E+02   0.139063E+01   0.118243E-01  -0.184992E+01
  2551   0.302195E+02   0.138620E+01   0.118089E-01  -0.185690E+01
  2552   0.301642E+02   0.138171E+01   0.117936E-01  -0.186363E+01
  2553   0.301094E+02   0.137717E+01   0.117783E-01  -0.187014E+01
  2554   0.300551E+02   0.137256E+01   0.117631E-01  -0.187642E+01
  2555   0.300015E+02   0.136790E+01   0.117479E-01  -0.188248E+01
  2556   0.299483E+02   0.136318E+01   0.117327E-01  -0.188832E+01
  2557   0.298958E+02   0.135840E+01   0.117176E-01  -0.189394E+01
  2558   0.298437E+02   0.135356E+01   0.117025E-01  -0.189934E+01
  2559   0.297923E+02   0.134867E+01   0.116874E-01  -0.190455E+01
  2560   0.297416E+02   0.134371E+01   0.116724E-01  -0.190953E+01
  2561   0.296913E+02   0.133869E+01   0.116574E-01  -0.191432E+01
  2562   0.296416E+02   0.133360E+01   0.116424E-01  -0.191891E+01
  2563   0.295925E+02   0.132845E+01   0.116275E-01  -0.192330E+01
  2564   0.295440E+02   0.132323E+01   0.116126E-01  -0.192749E+01
  2565   0.294960E+02   0.131795E+01   0.115977E-01  -0.193149E+01
  2566   0.294485E+02   0.131260E+01   0.115828E-01  -0.193530E+01
  2567   0.294017E+02   0.130717E+01   0.115680E-01  -0.193892E+01
  2568   0.293555E+02   0.130169E+01   0.115532E-01  -0.194236E+01
  2569   0.293098E+02   0.129614E+01   0.115385E-01  -0.194561E+01
  2570   0.292647E+02   0.129053E+01   0.115237E-01  -0.194868E+01
  2571   0.292202E+02   0.128485E+01   0.115090E-01  -0.195157E+01
  2572   0.291762E+02   0.127911E+01   0.114943E-01  -0.195428E+01
  2573   0.291328E+02   0.127331E+01   0.114796E-01  -0.195681E+01
  2574   0.290901E+02   0.126745E+01   0.114650E-01  -0.195916E+01
  2575   0.290478E+02   0.126153E+01   0.114503E-01  -0.196132E+01
  2576   0.290062E+02   0.125556E+01   0.114357E-01  -0.196331E+01
  2577   0.289650E+02   0.124952E+01   0.114211E-01  -0.196510E+01
  2578   0.289243E+02   0.124343E+01   0.114065E-01  -0.196670E+01
  2579   0.288842E+02   0.123729E+01   0.113920E-01  -0.196811E+01
  2580   0.288446E+02   0.123109E+01   0.113774E-01  -0.196933E+01
  2581   0.288053E+02   0.122484E+01   0.113629E-01  -0.197034E+01
  2582   0.287666E+02   0.121854E+01   0.113484E-01  -0.197114E+01
  2583   0.287283E+02   0.121220E+01   0.113339E-01  -0.197174E+01
  2584   0.286904E+02   0.120582E+01   0.113194E-01  -0.197212E+01
  2585   0.286528E+02   0.119939E+01   0.113050E-01  -0.197228E+01
  2586   0.286156E+02   0.119292E+01   0.112905E-01  -0.197223E+01
  2587   0.285786E+02   0.118643E+01   0.112761E-01  -0.197192E+01
  2588   0.285421E+02   0.117990E+01   0.112617E-01  -0.197140E+01
  2589   0.285057E+02   0.117335E+01   0.112473E-01  -0.197062E+01
  2590   0.284695E+02   0.116677E+01   0.112329E-01  -0.196960E+01
  2591   0.284335E+02   0.116018E+01   0.112186E-01  -0.196832E+01
  2592   0.283976E+02   0.115358E+01   0.112043E-01  -0.196678E+01
  2593   0.283618E+02   0.114695E+01   0.111900E-01  -0.196497E+01
  2594   0.283260E+02   0.114032E+01   0.111757E-01  -0.196289E+01
  2595   0.282902E+02   0.113369E+01   0.111614E-01  -0.196053E+01
  2596   0.282543E+02   0.112706E+01   0.111472E-01  -0.195789E+01
  2597   0.282182E+02   0.112045E+01   0.111329E-01  -0.195496E+01
  2598   0.281820E+02   0.111385E+01   0.111188E-01  -0.195175E+01
  2599   0.281455E+02   0.110727E+01   0.111046E-01  -0.194825E+01
  2600   0.281088E+02   0.110072E+01   0.110904E-01  -0.194446E+01
