#    L    TT             EE             TE             PP             TP          
  1699   0.220551E+03   0.122877E+02  -0.152203E+02   0.756421E+05  -0.379115E+01
  1700   0.220393E+03   0.122642E+02  -0.154489E+02   0.755624E+05  -0.373866E+01
  1701   0.220256E+03   0.122386E+02  -0.156751E+02   0.754829E+05  -0.368817E+01
  1702   0.220139E+03   0.122111E+02  -0.158989E+02   0.754034E+05  -0.363967E+01
  1703   0.220042E+03   0.121817E+02  -0.161201E+02   0.753241E+05  -0.359310E+01
  1704   0.219966E+03   0.121503E+02  -0.163387E+02   0.752449E+05  -0.354843E+01
  1705   0.219908E+03   0.121171E+02  -0.165545E+02   0.751658E+05  -0.350562E+01
  1706   0.219869E+03   0.120821E+02  -0.167674E+02   0.750869E+05  -0.346461E+01
  1707   0.219847E+03   0.120452E+02  -0.169773E+02   0.750081E+05  -0.342538E+01
  1708   0.219843E+03   0.120067E+02  -0.171840E+02   0.749294E+05  -0.338787E+01
  1709   0.219855E+03   0.119665E+02  -0.173875E+02   0.748508E+05  -0.335205E+01
  1710   0.219883E+03   0.119246E+02  -0.175877E+02   0.747723E+05  -0.331787E+01
  1711   0.219927E+03   0.118811E+02  -0.177843E+02   0.746940E+05  -0.328530E+01
  1712   0.219985E+03   0.118360E+02  -0.179775E+02   0.746158E+05  -0.325428E+01
  1713   0.220057E+03   0.117894E+02  -0.181670E+02   0.745377E+05  -0.322478E+01
  1714   0.220143E+03   0.117412E+02  -0.183526E+02   0.744597E+05  -0.319675E+01
  1715   0.220242E+03   0.116916E+02  -0.185344E+02   0.743818E+05  -0.317016E+01
  1716   0.220355E+03   0.116406E+02  -0.187124E+02   0.743041E+05  -0.314496E+01
  1717   0.220478E+03   0.115882E+02  -0.188862E+02   0.742265E+05  -0.312111E+01
  1718   0.220614E+03   0.115344E+02  -0.190560E+02   0.741490E+05  -0.309856E+01
  1719   0.220760E+03   0.114793E+02  -0.192216E+02   0.740716E+05  -0.307728E+01
  1720   0.220917E+03   0.114229E+02  -0.193829E+02   0.739944E+05  -0.305722E+01
  1721   0.221085E+03   0.113653E+02  -0.195399E+02   0.739173E+05  -0.303834E+01
  1722   0.221262E+03   0.113064E+02  -0.196924E+02   0.738402E+05  -0.302059E+01
  1723   0.221447E+03   0.112465E+02  -0.198405E+02   0.737634E+05  -0.300395E+01
  1724   0.221642E+03   0.111853E+02  -0.199839E+02   0.736866E+05  -0.298836E+01
  1725   0.221845E+03   0.111231E+02  -0.201228E+02   0.736099E+05  -0.297377E+01
  1726   0.222056E+03   0.110597E+02  -0.202570E+02   0.735334E+05  -0.296016E+01
  1727   0.222274E+03   0.109953E+02  -0.203863E+02   0.734570E+05  -0.294748E+01
  1728   0.222499E+03   0.109299E+02  -0.205108E+02   0.733807E+05  -0.293568E+01
  1729   0.222731E+03   0.108635E+02  -0.206304E+02   0.733045E+05  -0.292472E+01
  1730   0.222968E+03   0.107961E+02  -0.207450E+02   0.732284E+05  -0.291457E+01
  1731   0.223211E+03   0.107278E+02  -0.208545E+02   0.731525E+05  -0.290517E+01
  1732   0.223459E+03   0.106586E+02  -0.209588E+02   0.730766E+05  -0.289649E+01
  1733   0.223712E+03   0.105885E+02  -0.210579E+02   0.730009E+05  -0.288849E+01
  1734   0.223969E+03   0.105175E+02  -0.211517E+02   0.729253E+05  -0.288112E+01
  1735   0.224230E+03   0.104457E+02  -0.212402E+02   0.728498E+05  -0.287433E+01
  1736   0.224495E+03   0.103731E+02  -0.213234E+02   0.727744E+05  -0.286810E+01
  1737   0.224764E+03   0.102997E+02  -0.214011E+02   0.726992E+05  -0.286237E+01
  1738   0.225035E+03   0.102255E+02  -0.214734E+02   0.726240E+05  -0.285711E+01
  1739   0.225310E+03   0.101507E+02  -0.215402E+02   0.725490E+05  -0.285226E+01
  1740   0.225588E+03   0.100751E+02  -0.216015E+02   0.724741E+05  -0.284780E+01
  1741   0.225868E+03   0.999881E+01  -0.216572E+02   0.723993E+05  -0.284368E+01
  1742   0.226151E+03   0.992189E+01  -0.217073E+02   0.723246E+05  -0.283985E+01
  1743   0.226435E+03   0.984426E+01  -0.217516E+02   0.722500E+05  -0.283627E+01
  1744   0.226720E+03   0.976605E+01  -0.217902E+02   0.721756E+05  -0.283291E+01
  1745   0.227008E+03   0.968720E+01  -0.218230E+02   0.721012E+05  -0.282971E+01
  1746   0.227295E+03   0.960777E+01  -0.218499E+02   0.720270E+05  -0.282664E+01
  1747   0.227583E+03   0.952769E+01  -0.218708E+02   0.719529E+05  -0.282366E+01
  1748   0.227873E+03   0.944711E+01  -0.218858E+02   0.718788E+05  -0.282072E+01
  1749   0.228161E+03   0.936594E+01  -0.218947E+02   0.718049E+05  -0.281778E+01
  1750   0.228450E+03   0.928418E+01  -0.218975E+02   0.717312E+05  -0.281479E+01
  1751   0.228739E+03   0.920192E+01  -0.218942E+02   0.716575E+05  -0.281174E+01
  1752   0.229028E+03   0.911918E+01  -0.218850E+02   0.715839E+05  -0.280865E+01
  1753   0.229315E+03   0.903600E+01  -0.218698E+02   0.715105E+05  -0.280555E+01
  1754   0.229601E+03   0.895244E+01  -0.218487E+02   0.714371E+05  -0.280249E+01
  1755   0.229884E+03   0.886859E+01  -0.218219E+02   0.713639E+05  -0.279951E+01
  1756   0.230165E+03   0.878443E+01  -0.217893E+02   0.712908E+05  -0.279664E+01
  1757   0.230442E+03   0.870007E+01  -0.217512E+02   0.712178E+05  -0.279394E+01
  1758   0.230716E+03   0.861548E+01  -0.217076E+02   0.711448E+05  -0.279144E+01
  1759   0.230984E+03   0.853081E+01  -0.216585E+02   0.710721E+05  -0.278917E+01
  1760   0.231249E+03   0.844605E+01  -0.216040E+02   0.709994E+05  -0.278719E+01
  1761   0.231508E+03   0.836123E+01  -0.215443E+02   0.709268E+05  -0.278553E+01
  1762   0.231762E+03   0.827643E+01  -0.214793E+02   0.708543E+05  -0.278423E+01
  1763   0.232009E+03   0.819168E+01  -0.214093E+02   0.707820E+05  -0.278333E+01
  1764   0.232250E+03   0.810701E+01  -0.213342E+02   0.707097E+05  -0.278287E+01
  1765   0.232484E+03   0.802250E+01  -0.212542E+02   0.706376E+05  -0.278290E+01
  1766   0.232712E+03   0.793816E+01  -0.211695E+02   0.705655E+05  -0.278345E+01
  1767   0.232932E+03   0.785405E+01  -0.210799E+02   0.704936E+05  -0.278457E+01
  1768   0.233144E+03   0.777020E+01  -0.209857E+02   0.704218E+05  -0.278629E+01
  1769   0.233349E+03   0.768667E+01  -0.208869E+02   0.703501E+05  -0.278866E+01
  1770   0.233545E+03   0.760347E+01  -0.207836E+02   0.702785E+05  -0.279171E+01
  1771   0.233733E+03   0.752067E+01  -0.206760E+02   0.702070E+05  -0.279549E+01
  1772   0.233910E+03   0.743828E+01  -0.205640E+02   0.701356E+05  -0.280003E+01
  1773   0.234079E+03   0.735633E+01  -0.204476E+02   0.700643E+05  -0.280538E+01
  1774   0.234238E+03   0.727489E+01  -0.203271E+02   0.699931E+05  -0.281158E+01
  1775   0.234387E+03   0.719396E+01  -0.202025E+02   0.699221E+05  -0.281867E+01
  1776   0.234525E+03   0.711360E+01  -0.200738E+02   0.698511E+05  -0.282669E+01
  1777   0.234653E+03   0.703383E+01  -0.199411E+02   0.697802E+05  -0.283567E+01
  1778   0.234769E+03   0.695468E+01  -0.198045E+02   0.697095E+05  -0.284567E+01
  1779   0.234874E+03   0.687619E+01  -0.196640E+02   0.696388E+05  -0.285671E+01
  1780   0.234968E+03   0.679839E+01  -0.195199E+02   0.695683E+05  -0.286885E+01
  1781   0.235049E+03   0.672130E+01  -0.193719E+02   0.694978E+05  -0.288212E+01
  1782   0.235118E+03   0.664497E+01  -0.192204E+02   0.694275E+05  -0.289656E+01
  1783   0.235175E+03   0.656942E+01  -0.190652E+02   0.693573E+05  -0.291221E+01
  1784   0.235220E+03   0.649466E+01  -0.189065E+02   0.692871E+05  -0.292911E+01
  1785   0.235251E+03   0.642074E+01  -0.187444E+02   0.692171E+05  -0.294731E+01
  1786   0.235269E+03   0.634768E+01  -0.185788E+02   0.691472E+05  -0.296684E+01
  1787   0.235275E+03   0.627550E+01  -0.184100E+02   0.690774E+05  -0.298774E+01
  1788   0.235266E+03   0.620423E+01  -0.182378E+02   0.690077E+05  -0.301006E+01
  1789   0.235244E+03   0.613389E+01  -0.180624E+02   0.689381E+05  -0.303384E+01
  1790   0.235208E+03   0.606451E+01  -0.178838E+02   0.688685E+05  -0.305911E+01
  1791   0.235158E+03   0.599612E+01  -0.177021E+02   0.687991E+05  -0.308591E+01
  1792   0.235093E+03   0.592873E+01  -0.175172E+02   0.687298E+05  -0.311429E+01
  1793   0.235014E+03   0.586236E+01  -0.173294E+02   0.686606E+05  -0.314429E+01
  1794   0.234920E+03   0.579702E+01  -0.171386E+02   0.685915E+05  -0.317595E+01
  1795   0.234810E+03   0.573277E+01  -0.169448E+02   0.685225E+05  -0.320931E+01
  1796   0.234685E+03   0.566959E+01  -0.167480E+02   0.684536E+05  -0.324440E+01
  1797   0.234545E+03   0.560751E+01  -0.165485E+02   0.683848E+05  -0.328127E+01
  1798   0.234388E+03   0.554656E+01  -0.163461E+02   0.683161E+05  -0.331996E+01
  1799   0.234217E+03   0.548675E+01  -0.161408E+02   0.682476E+05  -0.336052E+01
  1800   0.234029E+03   0.542809E+01  -0.159329E+02   0.681791E+05  -0.340297E+01
  1801   0.233826E+03   0.537061E+01  -0.157222E+02   0.681107E+05  -0.344734E+01
  1802   0.233607E+03   0.531431E+01  -0.155090E+02   0.680424E+05  -0.349352E+01
  1803   0.233372E+03   0.525921E+01  -0.152934E+02   0.679742E+05  -0.354141E+01
  1804   0.233121E+03   0.520532E+01  -0.150755E+02   0.679061E+05  -0.359087E+01
  1805   0.232856E+03   0.515264E+01  -0.148556E+02   0.678381E+05  -0.364178E+01
  1806   0.232574E+03   0.510118E+01  -0.146337E+02   0.677702E+05  -0.369403E+01
  1807   0.232278E+03   0.505095E+01  -0.144101E+02   0.677024E+05  -0.374750E+01
  1808   0.231966E+03   0.500195E+01  -0.141848E+02   0.676347E+05  -0.380205E+01
  1809   0.231638E+03   0.495420E+01  -0.139581E+02   0.675671E+05  -0.385757E+01
  1810   0.231295E+03   0.490770E+01  -0.137301E+02   0.674996E+05  -0.391394E+01
  1811   0.230937E+03   0.486246E+01  -0.135009E+02   0.674322E+05  -0.397103E+01
  1812   0.230564E+03   0.481847E+01  -0.132706E+02   0.673649E+05  -0.402873E+01
  1813   0.230176E+03   0.477575E+01  -0.130395E+02   0.672977E+05  -0.408692E+01
  1814   0.229772E+03   0.473430E+01  -0.128075E+02   0.672306E+05  -0.414546E+01
  1815   0.229355E+03   0.469413E+01  -0.125750E+02   0.671636E+05  -0.420425E+01
  1816   0.228922E+03   0.465523E+01  -0.123420E+02   0.670967E+05  -0.426315E+01
  1817   0.228476E+03   0.461763E+01  -0.121086E+02   0.670299E+05  -0.432205E+01
  1818   0.228014E+03   0.458131E+01  -0.118749E+02   0.669632E+05  -0.438083E+01
  1819   0.227539E+03   0.454628E+01  -0.116412E+02   0.668965E+05  -0.443936E+01
  1820   0.227049E+03   0.451255E+01  -0.114074E+02   0.668300E+05  -0.449752E+01
  1821   0.226545E+03   0.448007E+01  -0.111739E+02   0.667636E+05  -0.455520E+01
  1822   0.226028E+03   0.444895E+01  -0.109405E+02   0.666973E+05  -0.461226E+01
  1823   0.225496E+03   0.441912E+01  -0.107075E+02   0.666310E+05  -0.466859E+01
  1824   0.224950E+03   0.439054E+01  -0.104751E+02   0.665649E+05  -0.472407E+01
  1825   0.224391E+03   0.436326E+01  -0.102432E+02   0.664988E+05  -0.477858E+01
  1826   0.223819E+03   0.433736E+01  -0.100120E+02   0.664329E+05  -0.483198E+01
  1827   0.223232E+03   0.431268E+01  -0.978168E+01   0.663670E+05  -0.488417E+01
  1828   0.222632E+03   0.428932E+01  -0.955221E+01   0.663013E+05  -0.493503E+01
  1829   0.222020E+03   0.426730E+01  -0.932375E+01   0.662356E+05  -0.498442E+01
  1830   0.221394E+03   0.424660E+01  -0.909639E+01   0.661701E+05  -0.503223E+01
  1831   0.220756E+03   0.422717E+01  -0.887023E+01   0.661046E+05  -0.507833E+01
  1832   0.220106E+03   0.420905E+01  -0.864536E+01   0.660392E+05  -0.512261E+01
  1833   0.219443E+03   0.419219E+01  -0.842187E+01   0.659739E+05  -0.516494E+01
  1834   0.218767E+03   0.417672E+01  -0.819984E+01   0.659087E+05  -0.520521E+01
  1835   0.218079E+03   0.416250E+01  -0.797937E+01   0.658436E+05  -0.524328E+01
  1836   0.217380E+03   0.414958E+01  -0.776054E+01   0.657786E+05  -0.527905E+01
  1837   0.216667E+03   0.413800E+01  -0.754343E+01   0.657137E+05  -0.531238E+01
  1838   0.215943E+03   0.412770E+01  -0.732813E+01   0.656489E+05  -0.534316E+01
  1839   0.215206E+03   0.411873E+01  -0.711472E+01   0.655842E+05  -0.537126E+01
  1840   0.214458E+03   0.411106E+01  -0.690326E+01   0.655196E+05  -0.539656E+01
  1841   0.213697E+03   0.410470E+01  -0.669382E+01   0.654550E+05  -0.541895E+01
  1842   0.212925E+03   0.409955E+01  -0.648648E+01   0.653906E+05  -0.543830E+01
  1843   0.212142E+03   0.409579E+01  -0.628129E+01   0.653262E+05  -0.545448E+01
  1844   0.211346E+03   0.409331E+01  -0.607833E+01   0.652620E+05  -0.546738E+01
  1845   0.210540E+03   0.409206E+01  -0.587766E+01   0.651978E+05  -0.547688E+01
  1846   0.209722E+03   0.409217E+01  -0.567936E+01   0.651337E+05  -0.548285E+01
  1847   0.208893E+03   0.409358E+01  -0.548347E+01   0.650697E+05  -0.548517E+01
  1848   0.208052E+03   0.409626E+01  -0.529004E+01   0.650058E+05  -0.548373E+01
  1849   0.207201E+03   0.410024E+01  -0.509915E+01   0.649420E+05  -0.547839E+01
  1850   0.206338E+03   0.410548E+01  -0.491083E+01   0.648783E+05  -0.546904E+01
  1851   0.205464E+03   0.411201E+01  -0.472518E+01   0.648147E+05  -0.545562E+01
  1852   0.204579E+03   0.411977E+01  -0.454224E+01   0.647512E+05  -0.543826E+01
  1853   0.203684E+03   0.412883E+01  -0.436208E+01   0.646877E+05  -0.541719E+01
  1854   0.202779E+03   0.413897E+01  -0.418477E+01   0.646244E+05  -0.539261E+01
  1855   0.201865E+03   0.415035E+01  -0.401035E+01   0.645611E+05  -0.536473E+01
  1856   0.200943E+03   0.416281E+01  -0.383888E+01   0.644979E+05  -0.533375E+01
  1857   0.200011E+03   0.417643E+01  -0.367043E+01   0.644349E+05  -0.529989E+01
  1858   0.199072E+03   0.419107E+01  -0.350504E+01   0.643719E+05  -0.526334E+01
  1859   0.198125E+03   0.420674E+01  -0.334277E+01   0.643090E+05  -0.522433E+01
  1860   0.197172E+03   0.422342E+01  -0.318368E+01   0.642462E+05  -0.518305E+01
  1861   0.196210E+03   0.424113E+01  -0.302780E+01   0.641834E+05  -0.513971E+01
  1862   0.195243E+03   0.425971E+01  -0.287518E+01   0.641208E+05  -0.509453E+01
  1863   0.194271E+03   0.427926E+01  -0.272588E+01   0.640582E+05  -0.504770E+01
  1864   0.193292E+03   0.429976E+01  -0.257994E+01   0.639958E+05  -0.499944E+01
  1865   0.192308E+03   0.432100E+01  -0.243741E+01   0.639334E+05  -0.494996E+01
  1866   0.191319E+03   0.434312E+01  -0.229833E+01   0.638711E+05  -0.489946E+01
  1867   0.190326E+03   0.436607E+01  -0.216275E+01   0.638089E+05  -0.484814E+01
  1868   0.189329E+03   0.438975E+01  -0.203067E+01   0.637468E+05  -0.479623E+01
  1869   0.188328E+03   0.441419E+01  -0.190216E+01   0.636848E+05  -0.474392E+01
  1870   0.187324E+03   0.443938E+01  -0.177724E+01   0.636229E+05  -0.469143E+01
  1871   0.186317E+03   0.446524E+01  -0.165594E+01   0.635611E+05  -0.463895E+01
  1872   0.185306E+03   0.449178E+01  -0.153828E+01   0.634993E+05  -0.458671E+01
  1873   0.184294E+03   0.451901E+01  -0.142432E+01   0.634376E+05  -0.453490E+01
  1874   0.183279E+03   0.454678E+01  -0.131406E+01   0.633761E+05  -0.448374E+01
  1875   0.182263E+03   0.457516E+01  -0.120753E+01   0.633146E+05  -0.443342E+01
  1876   0.181246E+03   0.460408E+01  -0.110475E+01   0.632532E+05  -0.438417E+01
  1877   0.180228E+03   0.463362E+01  -0.100575E+01   0.631918E+05  -0.433619E+01
  1878   0.179209E+03   0.466363E+01  -0.910547E+00   0.631306E+05  -0.428968E+01
  1879   0.178189E+03   0.469412E+01  -0.819163E+00   0.630695E+05  -0.424485E+01
  1880   0.177169E+03   0.472515E+01  -0.731621E+00   0.630084E+05  -0.420191E+01
  1881   0.176150E+03   0.475653E+01  -0.647940E+00   0.629474E+05  -0.416107E+01
  1882   0.175131E+03   0.478838E+01  -0.568136E+00   0.628865E+05  -0.412254E+01
  1883   0.174113E+03   0.482064E+01  -0.492223E+00   0.628257E+05  -0.408652E+01
  1884   0.173095E+03   0.485332E+01  -0.420228E+00   0.627650E+05  -0.405322E+01
  1885   0.172078E+03   0.488627E+01  -0.352175E+00   0.627044E+05  -0.402286E+01
  1886   0.171064E+03   0.491956E+01  -0.288062E+00   0.626438E+05  -0.399562E+01
  1887   0.170051E+03   0.495319E+01  -0.227926E+00   0.625834E+05  -0.397174E+01
  1888   0.169039E+03   0.498710E+01  -0.171757E+00   0.625230E+05  -0.395140E+01
  1889   0.168030E+03   0.502129E+01  -0.119564E+00   0.624627E+05  -0.393483E+01
  1890   0.167023E+03   0.505576E+01  -0.713528E-01   0.624025E+05  -0.392222E+01
  1891   0.166018E+03   0.509043E+01  -0.271296E-01   0.623423E+05  -0.391379E+01
  1892   0.165017E+03   0.512532E+01   0.131134E-01   0.622823E+05  -0.390974E+01
  1893   0.164018E+03   0.516042E+01   0.493622E-01   0.622223E+05  -0.391028E+01
  1894   0.163023E+03   0.519573E+01   0.816100E-01   0.621625E+05  -0.391563E+01
  1895   0.162031E+03   0.523126E+01   0.109865E+00   0.621027E+05  -0.392597E+01
  1896   0.161043E+03   0.526694E+01   0.134114E+00   0.620430E+05  -0.394154E+01
  1897   0.160058E+03   0.530277E+01   0.154341E+00   0.619834E+05  -0.396252E+01
  1898   0.159078E+03   0.533867E+01   0.170541E+00   0.619238E+05  -0.398913E+01
  1899   0.158101E+03   0.537473E+01   0.182707E+00   0.618644E+05  -0.402159E+01
  1900   0.157129E+03   0.541086E+01   0.190839E+00   0.618050E+05  -0.406008E+01
  1901   0.156161E+03   0.544708E+01   0.194935E+00   0.617457E+05  -0.410475E+01
  1902   0.155198E+03   0.548329E+01   0.195052E+00   0.616865E+05  -0.415541E+01
  1903   0.154239E+03   0.551962E+01   0.191282E+00   0.616274E+05  -0.421179E+01
  1904   0.153286E+03   0.555583E+01   0.183588E+00   0.615683E+05  -0.427362E+01
  1905   0.152339E+03   0.559204E+01   0.172196E+00   0.615094E+05  -0.434064E+01
  1906   0.151397E+03   0.562816E+01   0.157070E+00   0.614505E+05  -0.441259E+01
  1907   0.150461E+03   0.566418E+01   0.138249E+00   0.613917E+05  -0.448919E+01
  1908   0.149531E+03   0.570007E+01   0.115921E+00   0.613330E+05  -0.457019E+01
  1909   0.148609E+03   0.573581E+01   0.900507E-01   0.612743E+05  -0.465531E+01
  1910   0.147694E+03   0.577131E+01   0.606768E-01   0.612158E+05  -0.474429E+01
  1911   0.146785E+03   0.580656E+01   0.279869E-01   0.611573E+05  -0.483686E+01
  1912   0.145884E+03   0.584159E+01  -0.797991E-02   0.610989E+05  -0.493277E+01
  1913   0.144990E+03   0.587633E+01  -0.472590E-01   0.610406E+05  -0.503174E+01
  1914   0.144104E+03   0.591075E+01  -0.896628E-01   0.609824E+05  -0.513350E+01
  1915   0.143226E+03   0.594483E+01  -0.135227E+00   0.609242E+05  -0.523780E+01
  1916   0.142356E+03   0.597848E+01  -0.183837E+00   0.608662E+05  -0.534436E+01
  1917   0.141495E+03   0.601183E+01  -0.235381E+00   0.608082E+05  -0.545292E+01
  1918   0.140642E+03   0.604471E+01  -0.289894E+00   0.607503E+05  -0.556321E+01
  1919   0.139799E+03   0.607724E+01  -0.347188E+00   0.606924E+05  -0.567497E+01
  1920   0.138964E+03   0.610927E+01  -0.407298E+00   0.606347E+05  -0.578793E+01
  1921   0.138139E+03   0.614083E+01  -0.470112E+00   0.605770E+05  -0.590183E+01
  1922   0.137323E+03   0.617185E+01  -0.535590E+00   0.605195E+05  -0.601640E+01
  1923   0.136516E+03   0.620245E+01  -0.603619E+00   0.604619E+05  -0.613137E+01
  1924   0.135721E+03   0.623254E+01  -0.674160E+00   0.604045E+05  -0.624648E+01
  1925   0.134934E+03   0.626201E+01  -0.747173E+00   0.603472E+05  -0.636147E+01
  1926   0.134157E+03   0.629094E+01  -0.822621E+00   0.602899E+05  -0.647606E+01
  1927   0.133391E+03   0.631929E+01  -0.900316E+00   0.602327E+05  -0.658999E+01
  1928   0.132635E+03   0.634705E+01  -0.980366E+00   0.601756E+05  -0.670300E+01
  1929   0.131890E+03   0.637412E+01  -0.106258E+01   0.601186E+05  -0.681481E+01
  1930   0.131155E+03   0.640056E+01  -0.114693E+01   0.600616E+05  -0.692517E+01
  1931   0.130431E+03   0.642635E+01  -0.123337E+01   0.600048E+05  -0.703381E+01
  1932   0.129717E+03   0.645154E+01  -0.132186E+01   0.599480E+05  -0.714046E+01
  1933   0.129015E+03   0.647597E+01  -0.141236E+01   0.598913E+05  -0.724485E+01
  1934   0.128324E+03   0.649969E+01  -0.150477E+01   0.598346E+05  -0.734673E+01
  1935   0.127644E+03   0.652268E+01  -0.159903E+01   0.597781E+05  -0.744581E+01
  1936   0.126975E+03   0.654493E+01  -0.169511E+01   0.597216E+05  -0.754185E+01
  1937   0.126317E+03   0.656647E+01  -0.179290E+01   0.596652E+05  -0.763457E+01
  1938   0.125671E+03   0.658723E+01  -0.189244E+01   0.596088E+05  -0.772371E+01
  1939   0.125037E+03   0.660726E+01  -0.199360E+01   0.595526E+05  -0.780899E+01
  1940   0.124413E+03   0.662646E+01  -0.209643E+01   0.594964E+05  -0.789017E+01
  1941   0.123801E+03   0.664489E+01  -0.220082E+01   0.594403E+05  -0.796696E+01
  1942   0.123202E+03   0.666253E+01  -0.230664E+01   0.593843E+05  -0.803910E+01
  1943   0.122614E+03   0.667935E+01  -0.241401E+01   0.593284E+05  -0.810634E+01
  1944   0.122037E+03   0.669535E+01  -0.252274E+01   0.592725E+05  -0.816839E+01
