#    L    TT             EE             TE             PP             TP          
  1994   0.107151E+03   0.637443E+01  -0.821277E+01   0.565745E+05  -0.599081E+01
  1995   0.107086E+03   0.634683E+01  -0.830087E+01   0.565224E+05  -0.593822E+01
  1996   0.107029E+03   0.631842E+01  -0.838705E+01   0.564704E+05  -0.588944E+01
  1997   0.106979E+03   0.628935E+01  -0.847130E+01   0.564184E+05  -0.584471E+01
  1998   0.106935E+03   0.625959E+01  -0.855364E+01   0.563665E+05  -0.580427E+01
  1999   0.106899E+03   0.622905E+01  -0.863398E+01   0.563147E+05  -0.576837E+01
  2000   0.106868E+03   0.619779E+01  -0.871235E+01   0.562629E+05  -0.573724E+01
  2001   0.106845E+03   0.616587E+01  -0.878863E+01   0.562112E+05  -0.571105E+01
  2002   0.106827E+03   0.613327E+01  -0.886294E+01   0.561596E+05  -0.568972E+01
  2003   0.106816E+03   0.610001E+01  -0.893514E+01   0.561080E+05  -0.567307E+01
  2004   0.106810E+03   0.606607E+01  -0.900520E+01   0.560565E+05  -0.566093E+01
  2005   0.106810E+03   0.603161E+01  -0.907312E+01   0.560051E+05  -0.565314E+01
  2006   0.106816E+03   0.599646E+01  -0.913886E+01   0.559537E+05  -0.564953E+01
  2007   0.106825E+03   0.596077E+01  -0.920245E+01   0.559024E+05  -0.564993E+01
  2008   0.106840E+03   0.592454E+01  -0.926376E+01   0.558512E+05  -0.565418E+01
  2009   0.106859E+03   0.588777E+01  -0.932281E+01   0.558001E+05  -0.566211E+01
  2010   0.106883E+03   0.585052E+01  -0.937956E+01   0.557490E+05  -0.567355E+01
  2011   0.106910E+03   0.581273E+01  -0.943395E+01   0.556980E+05  -0.568833E+01
  2012   0.106941E+03   0.577445E+01  -0.948601E+01   0.556470E+05  -0.570630E+01
  2013   0.106975E+03   0.573569E+01  -0.953569E+01   0.555961E+05  -0.572727E+01
  2014   0.107012E+03   0.569651E+01  -0.958301E+01   0.555453E+05  -0.575108E+01
  2015   0.107052E+03   0.565692E+01  -0.962792E+01   0.554946E+05  -0.577758E+01
  2016   0.107094E+03   0.561699E+01  -0.967045E+01   0.554439E+05  -0.580658E+01
  2017   0.107140E+03   0.557663E+01  -0.971061E+01   0.553933E+05  -0.583792E+01
  2018   0.107187E+03   0.553592E+01  -0.974837E+01   0.553428E+05  -0.587144E+01
  2019   0.107237E+03   0.549492E+01  -0.978374E+01   0.552923E+05  -0.590696E+01
  2020   0.107289E+03   0.545357E+01  -0.981675E+01   0.552419E+05  -0.594433E+01
  2021   0.107343E+03   0.541200E+01  -0.984727E+01   0.551916E+05  -0.598337E+01
  2022   0.107398E+03   0.537010E+01  -0.987540E+01   0.551413E+05  -0.602391E+01
  2023   0.107455E+03   0.532798E+01  -0.990117E+01   0.550911E+05  -0.606580E+01
  2024   0.107512E+03   0.528563E+01  -0.992445E+01   0.550409E+05  -0.610885E+01
  2025   0.107571E+03   0.524305E+01  -0.994527E+01   0.549909E+05  -0.615292E+01
  2026   0.107630E+03   0.520029E+01  -0.996372E+01   0.549409E+05  -0.619782E+01
  2027   0.107690E+03   0.515734E+01  -0.997968E+01   0.548909E+05  -0.624339E+01
  2028   0.107750E+03   0.511422E+01  -0.999317E+01   0.548411E+05  -0.628946E+01
  2029   0.107810E+03   0.507095E+01  -0.100042E+02   0.547912E+05  -0.633587E+01
  2030   0.107869E+03   0.502756E+01  -0.100129E+02   0.547415E+05  -0.638245E+01
  2031   0.107930E+03   0.498405E+01  -0.100190E+02   0.546918E+05  -0.642904E+01
  2032   0.107989E+03   0.494044E+01  -0.100228E+02   0.546422E+05  -0.647546E+01
  2033   0.108048E+03   0.489677E+01  -0.100242E+02   0.545927E+05  -0.652154E+01
  2034   0.108106E+03   0.485303E+01  -0.100232E+02   0.545432E+05  -0.656713E+01
  2035   0.108164E+03   0.480925E+01  -0.100197E+02   0.544938E+05  -0.661205E+01
  2036   0.108221E+03   0.476544E+01  -0.100139E+02   0.544444E+05  -0.665614E+01
  2037   0.108276E+03   0.472160E+01  -0.100056E+02   0.543952E+05  -0.669923E+01
  2038   0.108330E+03   0.467776E+01  -0.999498E+01   0.543459E+05  -0.674115E+01
  2039   0.108382E+03   0.463392E+01  -0.998196E+01   0.542968E+05  -0.678174E+01
  2040   0.108433E+03   0.459011E+01  -0.996662E+01   0.542477E+05  -0.682083E+01
  2041   0.108481E+03   0.454633E+01  -0.994890E+01   0.541987E+05  -0.685824E+01
  2042   0.108528E+03   0.450260E+01  -0.992882E+01   0.541497E+05  -0.689383E+01
  2043   0.108573E+03   0.445893E+01  -0.990642E+01   0.541008E+05  -0.692740E+01
  2044   0.108616E+03   0.441533E+01  -0.988172E+01   0.540520E+05  -0.695881E+01
  2045   0.108657E+03   0.437183E+01  -0.985473E+01   0.540032E+05  -0.698788E+01
  2046   0.108695E+03   0.432843E+01  -0.982541E+01   0.539545E+05  -0.701445E+01
  2047   0.108731E+03   0.428513E+01  -0.979394E+01   0.539059E+05  -0.703835E+01
  2048   0.108764E+03   0.424197E+01  -0.976026E+01   0.538573E+05  -0.705940E+01
  2049   0.108796E+03   0.419895E+01  -0.972439E+01   0.538088E+05  -0.707746E+01
  2050   0.108824E+03   0.415608E+01  -0.968629E+01   0.537604E+05  -0.709233E+01
  2051   0.108850E+03   0.411336E+01  -0.964606E+01   0.537120E+05  -0.710392E+01
  2052   0.108873E+03   0.407081E+01  -0.960367E+01   0.536637E+05  -0.711227E+01
  2053   0.108893E+03   0.402846E+01  -0.955916E+01   0.536154E+05  -0.711748E+01
  2054   0.108909E+03   0.398632E+01  -0.951266E+01   0.535672E+05  -0.711967E+01
  2055   0.108922E+03   0.394440E+01  -0.946406E+01   0.535191E+05  -0.711893E+01
  2056   0.108932E+03   0.390273E+01  -0.941356E+01   0.534711E+05  -0.711538E+01
  2057   0.108937E+03   0.386134E+01  -0.936107E+01   0.534231E+05  -0.710910E+01
  2058   0.108939E+03   0.382022E+01  -0.930677E+01   0.533751E+05  -0.710021E+01
  2059   0.108936E+03   0.377939E+01  -0.925064E+01   0.533272E+05  -0.708881E+01
  2060   0.108930E+03   0.373889E+01  -0.919266E+01   0.532794E+05  -0.707500E+01
  2061   0.108919E+03   0.369871E+01  -0.913301E+01   0.532317E+05  -0.705889E+01
  2062   0.108904E+03   0.365889E+01  -0.907160E+01   0.531840E+05  -0.704058E+01
  2063   0.108885E+03   0.361942E+01  -0.900863E+01   0.531364E+05  -0.702018E+01
  2064   0.108860E+03   0.358035E+01  -0.894406E+01   0.530888E+05  -0.699778E+01
  2065   0.108832E+03   0.354166E+01  -0.887788E+01   0.530413E+05  -0.697350E+01
  2066   0.108799E+03   0.350338E+01  -0.881027E+01   0.529939E+05  -0.694743E+01
  2067   0.108760E+03   0.346552E+01  -0.874113E+01   0.529465E+05  -0.691968E+01
  2068   0.108718E+03   0.342809E+01  -0.867067E+01   0.528992E+05  -0.689036E+01
  2069   0.108669E+03   0.339110E+01  -0.859878E+01   0.528519E+05  -0.685956E+01
  2070   0.108616E+03   0.335459E+01  -0.852558E+01   0.528047E+05  -0.682739E+01
  2071   0.108558E+03   0.331853E+01  -0.845111E+01   0.527576E+05  -0.679396E+01
  2072   0.108494E+03   0.328296E+01  -0.837544E+01   0.527105E+05  -0.675936E+01
  2073   0.108425E+03   0.324787E+01  -0.829860E+01   0.526635E+05  -0.672371E+01
  2074   0.108351E+03   0.321330E+01  -0.822057E+01   0.526166E+05  -0.668710E+01
  2075   0.108272E+03   0.317923E+01  -0.814147E+01   0.525697E+05  -0.664964E+01
  2076   0.108186E+03   0.314569E+01  -0.806127E+01   0.525228E+05  -0.661143E+01
  2077   0.108095E+03   0.311268E+01  -0.798009E+01   0.524761E+05  -0.657258E+01
  2078   0.107998E+03   0.308020E+01  -0.789799E+01   0.524294E+05  -0.653318E+01
  2079   0.107896E+03   0.304828E+01  -0.781493E+01   0.523827E+05  -0.649336E+01
  2080   0.107788E+03   0.301692E+01  -0.773104E+01   0.523361E+05  -0.645320E+01
  2081   0.107675E+03   0.298612E+01  -0.764629E+01   0.522896E+05  -0.641281E+01
  2082   0.107556E+03   0.295591E+01  -0.756080E+01   0.522431E+05  -0.637229E+01
  2083   0.107432E+03   0.292627E+01  -0.747462E+01   0.521967E+05  -0.633176E+01
  2084   0.107301E+03   0.289723E+01  -0.738773E+01   0.521504E+05  -0.629130E+01
  2085   0.107166E+03   0.286878E+01  -0.730024E+01   0.521041E+05  -0.625104E+01
  2086   0.107025E+03   0.284093E+01  -0.721212E+01   0.520579E+05  -0.621106E+01
  2087   0.106878E+03   0.281369E+01  -0.712343E+01   0.520117E+05  -0.617147E+01
  2088   0.106726E+03   0.278705E+01  -0.703421E+01   0.519656E+05  -0.613238E+01
  2089   0.106568E+03   0.276103E+01  -0.694452E+01   0.519196E+05  -0.609390E+01
  2090   0.106404E+03   0.273563E+01  -0.685439E+01   0.518736E+05  -0.605611E+01
  2091   0.106234E+03   0.271086E+01  -0.676380E+01   0.518276E+05  -0.601914E+01
  2092   0.106058E+03   0.268672E+01  -0.667287E+01   0.517818E+05  -0.598308E+01
  2093   0.105878E+03   0.266319E+01  -0.658165E+01   0.517359E+05  -0.594803E+01
  2094   0.105691E+03   0.264030E+01  -0.649005E+01   0.516902E+05  -0.591410E+01
  2095   0.105499E+03   0.261805E+01  -0.639824E+01   0.516445E+05  -0.588139E+01
  2096   0.105301E+03   0.259643E+01  -0.630622E+01   0.515989E+05  -0.585001E+01
  2097   0.105098E+03   0.257545E+01  -0.621397E+01   0.515533E+05  -0.582007E+01
  2098   0.104889E+03   0.255511E+01  -0.612159E+01   0.515078E+05  -0.579165E+01
  2099   0.104675E+03   0.253540E+01  -0.602908E+01   0.514623E+05  -0.576487E+01
  2100   0.104455E+03   0.251634E+01  -0.593647E+01   0.514169E+05  -0.573984E+01
  2101   0.104230E+03   0.249792E+01  -0.584380E+01   0.513715E+05  -0.571661E+01
  2102   0.103999E+03   0.248013E+01  -0.575112E+01   0.513262E+05  -0.569515E+01
  2103   0.103762E+03   0.246298E+01  -0.565850E+01   0.512810E+05  -0.567535E+01
  2104   0.103520E+03   0.244648E+01  -0.556598E+01   0.512358E+05  -0.565714E+01
  2105   0.103273E+03   0.243061E+01  -0.547363E+01   0.511907E+05  -0.564043E+01
  2106   0.103020E+03   0.241538E+01  -0.538149E+01   0.511456E+05  -0.562512E+01
  2107   0.102762E+03   0.240080E+01  -0.528962E+01   0.511006E+05  -0.561114E+01
  2108   0.102498E+03   0.238685E+01  -0.519808E+01   0.510557E+05  -0.559839E+01
  2109   0.102231E+03   0.237354E+01  -0.510691E+01   0.510108E+05  -0.558679E+01
  2110   0.101957E+03   0.236086E+01  -0.501617E+01   0.509660E+05  -0.557625E+01
  2111   0.101680E+03   0.234883E+01  -0.492591E+01   0.509212E+05  -0.556669E+01
  2112   0.101397E+03   0.233742E+01  -0.483618E+01   0.508765E+05  -0.555801E+01
  2113   0.101111E+03   0.232664E+01  -0.474702E+01   0.508318E+05  -0.555013E+01
  2114   0.100819E+03   0.231649E+01  -0.465847E+01   0.507872E+05  -0.554296E+01
  2115   0.100523E+03   0.230695E+01  -0.457058E+01   0.507427E+05  -0.553642E+01
  2116   0.100222E+03   0.229804E+01  -0.448339E+01   0.506982E+05  -0.553041E+01
  2117   0.999174E+02   0.228974E+01  -0.439695E+01   0.506537E+05  -0.552486E+01
  2118   0.996078E+02   0.228205E+01  -0.431129E+01   0.506093E+05  -0.551967E+01
  2119   0.992947E+02   0.227497E+01  -0.422647E+01   0.505650E+05  -0.551475E+01
  2120   0.989765E+02   0.226849E+01  -0.414250E+01   0.505208E+05  -0.551003E+01
  2121   0.986554E+02   0.226260E+01  -0.405943E+01   0.504765E+05  -0.550540E+01
  2122   0.983296E+02   0.225731E+01  -0.397730E+01   0.504324E+05  -0.550080E+01
  2123   0.980000E+02   0.225261E+01  -0.389614E+01   0.503883E+05  -0.549611E+01
  2124   0.976678E+02   0.224849E+01  -0.381599E+01   0.503442E+05  -0.549127E+01
  2125   0.973307E+02   0.224494E+01  -0.373688E+01   0.503002E+05  -0.548619E+01
  2126   0.969908E+02   0.224196E+01  -0.365884E+01   0.502563E+05  -0.548077E+01
  2127   0.966474E+02   0.223955E+01  -0.358192E+01   0.502124E+05  -0.547493E+01
  2128   0.963010E+02   0.223770E+01  -0.350613E+01   0.501686E+05  -0.546858E+01
  2129   0.959515E+02   0.223639E+01  -0.343150E+01   0.501248E+05  -0.546163E+01
  2130   0.955981E+02   0.223562E+01  -0.335807E+01   0.500811E+05  -0.545401E+01
  2131   0.952422E+02   0.223539E+01  -0.328587E+01   0.500375E+05  -0.544561E+01
  2132   0.948829E+02   0.223570E+01  -0.321492E+01   0.499939E+05  -0.543636E+01
  2133   0.945208E+02   0.223652E+01  -0.314525E+01   0.499503E+05  -0.542616E+01
  2134   0.941560E+02   0.223787E+01  -0.307687E+01   0.499068E+05  -0.541494E+01
  2135   0.937889E+02   0.223971E+01  -0.300982E+01   0.498634E+05  -0.540259E+01
  2136   0.934195E+02   0.224205E+01  -0.294409E+01   0.498200E+05  -0.538904E+01
  2137   0.930470E+02   0.224489E+01  -0.287972E+01   0.497767E+05  -0.537420E+01
  2138   0.926727E+02   0.224822E+01  -0.281672E+01   0.497334E+05  -0.535798E+01
  2139   0.922965E+02   0.225202E+01  -0.275511E+01   0.496902E+05  -0.534029E+01
  2140   0.919184E+02   0.225629E+01  -0.269492E+01   0.496470E+05  -0.532105E+01
  2141   0.915382E+02   0.226102E+01  -0.263614E+01   0.496039E+05  -0.530016E+01
  2142   0.911565E+02   0.226621E+01  -0.257879E+01   0.495609E+05  -0.527755E+01
  2143   0.907726E+02   0.227183E+01  -0.252289E+01   0.495179E+05  -0.525313E+01
  2144   0.903877E+02   0.227789E+01  -0.246844E+01   0.494749E+05  -0.522680E+01
  2145   0.900011E+02   0.228437E+01  -0.241547E+01   0.494320E+05  -0.519848E+01
  2146   0.896127E+02   0.229126E+01  -0.236398E+01   0.493892E+05  -0.516809E+01
  2147   0.892230E+02   0.229857E+01  -0.231399E+01   0.493464E+05  -0.513553E+01
  2148   0.888320E+02   0.230627E+01  -0.226548E+01   0.493037E+05  -0.510072E+01
  2149   0.884404E+02   0.231437E+01  -0.221848E+01   0.492610E+05  -0.506357E+01
  2150   0.880472E+02   0.232284E+01  -0.217299E+01   0.492184E+05  -0.502400E+01
  2151   0.876532E+02   0.233168E+01  -0.212900E+01   0.491758E+05  -0.498194E+01
  2152   0.872582E+02   0.234087E+01  -0.208655E+01   0.491333E+05  -0.493744E+01
  2153   0.868629E+02   0.235041E+01  -0.204565E+01   0.490908E+05  -0.489058E+01
  2154   0.864667E+02   0.236027E+01  -0.200630E+01   0.490484E+05  -0.484142E+01
  2155   0.860708E+02   0.237046E+01  -0.196853E+01   0.490061E+05  -0.479003E+01
  2156   0.856737E+02   0.238095E+01  -0.193233E+01   0.489638E+05  -0.473650E+01
  2157   0.852769E+02   0.239173E+01  -0.189772E+01   0.489215E+05  -0.468088E+01
  2158   0.848803E+02   0.240280E+01  -0.186472E+01   0.488793E+05  -0.462326E+01
  2159   0.844832E+02   0.241414E+01  -0.183332E+01   0.488372E+05  -0.456371E+01
  2160   0.840869E+02   0.242572E+01  -0.180353E+01   0.487951E+05  -0.450229E+01
  2161   0.836906E+02   0.243755E+01  -0.177538E+01   0.487530E+05  -0.443909E+01
  2162   0.832951E+02   0.244961E+01  -0.174884E+01   0.487110E+05  -0.437417E+01
  2163   0.829003E+02   0.246188E+01  -0.172394E+01   0.486691E+05  -0.430760E+01
  2164   0.825061E+02   0.247436E+01  -0.170066E+01   0.486272E+05  -0.423946E+01
  2165   0.821125E+02   0.248702E+01  -0.167903E+01   0.485854E+05  -0.416982E+01
  2166   0.817201E+02   0.249986E+01  -0.165904E+01   0.485436E+05  -0.409876E+01
  2167   0.813290E+02   0.251286E+01  -0.164068E+01   0.485019E+05  -0.402633E+01
  2168   0.809390E+02   0.252601E+01  -0.162397E+01   0.484602E+05  -0.395263E+01
  2169   0.805501E+02   0.253930E+01  -0.160887E+01   0.484186E+05  -0.387771E+01
  2170   0.801630E+02   0.255273E+01  -0.159540E+01   0.483770E+05  -0.380166E+01
  2171   0.797769E+02   0.256626E+01  -0.158352E+01   0.483355E+05  -0.372454E+01
  2172   0.793932E+02   0.257992E+01  -0.157325E+01   0.482940E+05  -0.364642E+01
  2173   0.790111E+02   0.259366E+01  -0.156455E+01   0.482526E+05  -0.356738E+01
  2174   0.786313E+02   0.260750E+01  -0.155744E+01   0.482112E+05  -0.348750E+01
  2175   0.782538E+02   0.262140E+01  -0.155189E+01   0.481699E+05  -0.340684E+01
  2176   0.778785E+02   0.263537E+01  -0.154789E+01   0.481286E+05  -0.332547E+01
  2177   0.775053E+02   0.264939E+01  -0.154544E+01   0.480874E+05  -0.324347E+01
  2178   0.771342E+02   0.266345E+01  -0.154453E+01   0.480463E+05  -0.316091E+01
  2179   0.767659E+02   0.267754E+01  -0.154515E+01   0.480052E+05  -0.307786E+01
  2180   0.764003E+02   0.269164E+01  -0.154728E+01   0.479641E+05  -0.299440E+01
  2181   0.760366E+02   0.270574E+01  -0.155091E+01   0.479231E+05  -0.291059E+01
  2182   0.756763E+02   0.271984E+01  -0.155604E+01   0.478821E+05  -0.282651E+01
  2183   0.753186E+02   0.273392E+01  -0.156263E+01   0.478412E+05  -0.274224E+01
  2184   0.749641E+02   0.274798E+01  -0.157067E+01   0.478004E+05  -0.265783E+01
  2185   0.746120E+02   0.276200E+01  -0.158014E+01   0.477596E+05  -0.257338E+01
  2186   0.742631E+02   0.277598E+01  -0.159102E+01   0.477188E+05  -0.248894E+01
  2187   0.739180E+02   0.278990E+01  -0.160330E+01   0.476781E+05  -0.240459E+01
  2188   0.735752E+02   0.280375E+01  -0.161695E+01   0.476374E+05  -0.232041E+01
  2189   0.732360E+02   0.281753E+01  -0.163195E+01   0.475968E+05  -0.223646E+01
  2190   0.729006E+02   0.283124E+01  -0.164828E+01   0.475563E+05  -0.215281E+01
  2191   0.725680E+02   0.284484E+01  -0.166593E+01   0.475157E+05  -0.206955E+01
  2192   0.722390E+02   0.285834E+01  -0.168486E+01   0.474753E+05  -0.198674E+01
  2193   0.719134E+02   0.287173E+01  -0.170507E+01   0.474349E+05  -0.190446E+01
  2194   0.715906E+02   0.288499E+01  -0.172653E+01   0.473945E+05  -0.182277E+01
  2195   0.712718E+02   0.289812E+01  -0.174922E+01   0.473542E+05  -0.174175E+01
  2196   0.709572E+02   0.291111E+01  -0.177311E+01   0.473139E+05  -0.166147E+01
  2197   0.706458E+02   0.292395E+01  -0.179818E+01   0.472737E+05  -0.158200E+01
  2198   0.703376E+02   0.293664E+01  -0.182439E+01   0.472335E+05  -0.150343E+01
  2199   0.700333E+02   0.294917E+01  -0.185171E+01   0.471934E+05  -0.142580E+01
  2200   0.697329E+02   0.296153E+01  -0.188012E+01   0.471534E+05  -0.134921E+01
  2201   0.694363E+02   0.297372E+01  -0.190959E+01   0.471133E+05  -0.127372E+01
  2202   0.691435E+02   0.298572E+01  -0.194009E+01   0.470734E+05  -0.119935E+01
  2203   0.688545E+02   0.299753E+01  -0.197159E+01   0.470334E+05  -0.112613E+01
  2204   0.685700E+02   0.300913E+01  -0.200408E+01   0.469936E+05  -0.105408E+01
  2205   0.682893E+02   0.302052E+01  -0.203751E+01   0.469537E+05  -0.983217E+00
  2206   0.680124E+02   0.303169E+01  -0.207189E+01   0.469140E+05  -0.913574E+00
  2207   0.677400E+02   0.304261E+01  -0.210717E+01   0.468742E+05  -0.845169E+00
  2208   0.674714E+02   0.305329E+01  -0.214334E+01   0.468345E+05  -0.778025E+00
  2209   0.672074E+02   0.306371E+01  -0.218036E+01   0.467949E+05  -0.712164E+00
  2210   0.669479E+02   0.307386E+01  -0.221820E+01   0.467553E+05  -0.647608E+00
  2211   0.666921E+02   0.308375E+01  -0.225685E+01   0.467158E+05  -0.584381E+00
  2212   0.664409E+02   0.309336E+01  -0.229626E+01   0.466763E+05  -0.522505E+00
  2213   0.661942E+02   0.310266E+01  -0.233640E+01   0.466368E+05  -0.462002E+00
  2214   0.659521E+02   0.311169E+01  -0.237725E+01   0.465974E+05  -0.402894E+00
  2215   0.657137E+02   0.312041E+01  -0.241878E+01   0.465581E+05  -0.345206E+00
  2216   0.654806E+02   0.312881E+01  -0.246094E+01   0.465188E+05  -0.288958E+00
  2217   0.652520E+02   0.313691E+01  -0.250372E+01   0.464795E+05  -0.234173E+00
  2218   0.650279E+02   0.314468E+01  -0.254708E+01   0.464403E+05  -0.180875E+00
  2219   0.648076E+02   0.315213E+01  -0.259099E+01   0.464012E+05  -0.129085E+00
  2220   0.645926E+02   0.315925E+01  -0.263542E+01   0.463621E+05  -0.788265E-01
  2221   0.643821E+02   0.316604E+01  -0.268034E+01   0.463230E+05  -0.301213E-01
  2222   0.641761E+02   0.317248E+01  -0.272571E+01   0.462840E+05   0.170076E-01
  2223   0.639754E+02   0.317859E+01  -0.277151E+01   0.462450E+05   0.625379E-01
  2224   0.637784E+02   0.318434E+01  -0.281771E+01   0.462061E+05   0.106447E+00
  2225   0.635867E+02   0.318973E+01  -0.286427E+01   0.461672E+05   0.148712E+00
  2226   0.633988E+02   0.319477E+01  -0.291117E+01   0.461284E+05   0.189311E+00
  2227   0.632161E+02   0.319943E+01  -0.295837E+01   0.460896E+05   0.228221E+00
  2228   0.630379E+02   0.320373E+01  -0.300585E+01   0.460508E+05   0.265420E+00
  2229   0.628636E+02   0.320765E+01  -0.305357E+01   0.460122E+05   0.300885E+00
  2230   0.626944E+02   0.321120E+01  -0.310150E+01   0.459735E+05   0.334593E+00
  2231   0.625298E+02   0.321436E+01  -0.314960E+01   0.459349E+05   0.366523E+00
  2232   0.623696E+02   0.321715E+01  -0.319786E+01   0.458964E+05   0.396651E+00
  2233   0.622133E+02   0.321955E+01  -0.324624E+01   0.458578E+05   0.424955E+00
  2234   0.620622E+02   0.322157E+01  -0.329471E+01   0.458194E+05   0.451412E+00
  2235   0.619148E+02   0.322322E+01  -0.334323E+01   0.457810E+05   0.476000E+00
  2236   0.617727E+02   0.322449E+01  -0.339176E+01   0.457426E+05   0.498696E+00
  2237   0.616344E+02   0.322538E+01  -0.344030E+01   0.457043E+05   0.519479E+00
  2238   0.615005E+02   0.322590E+01  -0.348879E+01   0.456660E+05   0.538324E+00
  2239   0.613704E+02   0.322603E+01  -0.353722E+01   0.456278E+05   0.555210E+00
  2240   0.612456E+02   0.322579E+01  -0.358557E+01   0.455896E+05   0.570115E+00
  2241   0.611237E+02   0.322516E+01  -0.363378E+01   0.455514E+05   0.583015E+00
  2242   0.610064E+02   0.322415E+01  -0.368185E+01   0.455133E+05   0.593888E+00
  2243   0.608936E+02   0.322276E+01  -0.372974E+01   0.454753E+05   0.602711E+00
  2244   0.607845E+02   0.322099E+01  -0.377743E+01   0.454373E+05   0.609463E+00
  2245   0.606791E+02   0.321883E+01  -0.382488E+01   0.453993E+05   0.614120E+00
  2246   0.605776E+02   0.321629E+01  -0.387209E+01   0.453614E+05   0.616660E+00
  2247   0.604797E+02   0.321339E+01  -0.391900E+01   0.453235E+05   0.617061E+00
  2248   0.603856E+02   0.321010E+01  -0.396560E+01   0.452857E+05   0.615299E+00
  2249   0.602953E+02   0.320645E+01  -0.401187E+01   0.452479E+05   0.611353E+00
  2250   0.602087E+02   0.320242E+01  -0.405777E+01   0.452102E+05   0.605200E+00
  2251   0.601259E+02   0.319803E+01  -0.410328E+01   0.451725E+05   0.596833E+00
  2252   0.600461E+02   0.319326E+01  -0.414838E+01   0.451349E+05   0.586312E+00
  2253   0.599694E+02   0.318813E+01  -0.419303E+01   0.450973E+05   0.573712E+00
  2254   0.598966E+02   0.318264E+01  -0.423721E+01   0.450597E+05   0.559108E+00
  2255   0.598262E+02   0.317676E+01  -0.428089E+01   0.450222E+05   0.542576E+00
  2256   0.597597E+02   0.317051E+01  -0.432405E+01   0.449847E+05   0.524192E+00
  2257   0.596966E+02   0.316389E+01  -0.436664E+01   0.449473E+05   0.504030E+00
  2258   0.596367E+02   0.315689E+01  -0.440866E+01   0.449099E+05   0.482166E+00
  2259   0.595794E+02   0.314952E+01  -0.445007E+01   0.448726E+05   0.458676E+00
  2260   0.595255E+02   0.314179E+01  -0.449085E+01   0.448353E+05   0.433634E+00
  2261   0.594751E+02   0.313368E+01  -0.453098E+01   0.447980E+05   0.407117E+00
  2262   0.594274E+02   0.312522E+01  -0.457043E+01   0.447608E+05   0.379200E+00
  2263   0.593817E+02   0.311642E+01  -0.460918E+01   0.447237E+05   0.349957E+00
  2264   0.593396E+02   0.310726E+01  -0.464720E+01   0.446866E+05   0.319465E+00
  2265   0.593003E+02   0.309777E+01  -0.468447E+01   0.446495E+05   0.287799E+00
  2266   0.592640E+02   0.308792E+01  -0.472100E+01   0.446125E+05   0.255034E+00
  2267   0.592298E+02   0.307775E+01  -0.475670E+01   0.445755E+05   0.221246E+00
  2268   0.591979E+02   0.306724E+01  -0.479160E+01   0.445385E+05   0.186509E+00
  2269   0.591691E+02   0.305641E+01  -0.482564E+01   0.445016E+05   0.150901E+00
  2270   0.591426E+02   0.304525E+01  -0.485892E+01   0.444648E+05   0.114495E+00
  2271   0.591184E+02   0.303376E+01  -0.489129E+01   0.444280E+05   0.773670E-01
  2272   0.590967E+02   0.302195E+01  -0.492277E+01   0.443912E+05   0.395930E-01
  2273   0.590774E+02   0.300983E+01  -0.495338E+01   0.443545E+05   0.124796E-02
  2274   0.590599E+02   0.299739E+01  -0.498305E+01   0.443178E+05  -0.375926E-01
  2275   0.590442E+02   0.298466E+01  -0.501179E+01   0.442811E+05  -0.768533E-01
  2276   0.590311E+02   0.297163E+01  -0.503962E+01   0.442445E+05  -0.116459E+00
  2277   0.590191E+02   0.295831E+01  -0.506648E+01   0.442080E+05  -0.156334E+00
  2278   0.590091E+02   0.294471E+01  -0.509238E+01   0.441715E+05  -0.196402E+00
  2279   0.590010E+02   0.293084E+01  -0.511734E+01   0.441350E+05  -0.236590E+00
  2280   0.589950E+02   0.291669E+01  -0.514128E+01   0.440986E+05  -0.276820E+00
  2281   0.589903E+02   0.290227E+01  -0.516416E+01   0.440622E+05  -0.317019E+00
  2282   0.589870E+02   0.288760E+01  -0.518606E+01   0.440259E+05  -0.357109E+00
  2283   0.589843E+02   0.287267E+01  -0.520699E+01   0.439896E+05  -0.397017E+00
  2284   0.589838E+02   0.285749E+01  -0.522681E+01   0.439533E+05  -0.436666E+00
  2285   0.589841E+02   0.284206E+01  -0.524562E+01   0.439171E+05  -0.475982E+00
  2286   0.589858E+02   0.282640E+01  -0.526336E+01   0.438809E+05  -0.514888E+00
  2287   0.589885E+02   0.281051E+01  -0.528010E+01   0.438448E+05  -0.553309E+00
  2288   0.589920E+02   0.279439E+01  -0.529572E+01   0.438087E+05  -0.591171E+00
  2289   0.589964E+02   0.277807E+01  -0.531030E+01   0.437727E+05  -0.628397E+00
  2290   0.590018E+02   0.276154E+01  -0.532378E+01   0.437367E+05  -0.664912E+00
  2291   0.590075E+02   0.274482E+01  -0.533625E+01   0.437007E+05  -0.700641E+00
  2292   0.590142E+02   0.272791E+01  -0.534765E+01   0.436648E+05  -0.735508E+00
  2293   0.590213E+02   0.271084E+01  -0.535792E+01   0.436289E+05  -0.769439E+00
  2294   0.590287E+02   0.269359E+01  -0.536721E+01   0.435931E+05  -0.802357E+00
  2295   0.590366E+02   0.267618E+01  -0.537533E+01   0.435573E+05  -0.834187E+00
  2296   0.590443E+02   0.265863E+01  -0.538242E+01   0.435215E+05  -0.864854E+00
  2297   0.590524E+02   0.264093E+01  -0.538843E+01   0.434858E+05  -0.894282E+00
  2298   0.590604E+02   0.262308E+01  -0.539345E+01   0.434501E+05  -0.922397E+00
