#    L    TT             EE             BB             TE             PP             TP             EP          
   227   0.528918E+04   0.321016E+01   0.000000E+00   0.775786E+02   0.339525E-07  -0.695626E-04   0.489003E-06
   228   0.526360E+04   0.332663E+01   0.000000E+00   0.793087E+02   0.337907E-07  -0.690884E-04   0.505527E-06
   229   0.523743E+04   0.344584E+01   0.000000E+00   0.810181E+02   0.336302E-07  -0.686247E-04   0.521912E-06
   230   0.521068E+04   0.356781E+01   0.000000E+00   0.827058E+02   0.334709E-07  -0.681711E-04   0.538161E-06
   231   0.518336E+04   0.369252E+01   0.000000E+00   0.843705E+02   0.333128E-07  -0.677274E-04   0.554278E-06
   232   0.515549E+04   0.381997E+01   0.000000E+00   0.860112E+02   0.331560E-07  -0.672931E-04   0.570263E-06
   233   0.512707E+04   0.395016E+01   0.000000E+00   0.876267E+02   0.330004E-07  -0.668681E-04   0.586121E-06
   234   0.509812E+04   0.408310E+01   0.000000E+00   0.892159E+02   0.328459E-07  -0.664521E-04   0.601855E-06
   235   0.506866E+04   0.421877E+01   0.000000E+00   0.907778E+02   0.326926E-07  -0.660446E-04   0.617466E-06
   236   0.503868E+04   0.435718E+01   0.000000E+00   0.923111E+02   0.325405E-07  -0.656456E-04   0.632959E-06
   237   0.500821E+04   0.449831E+01   0.000000E+00   0.938148E+02   0.323896E-07  -0.652545E-04   0.648335E-06
   238   0.497727E+04   0.464216E+01   0.000000E+00   0.952877E+02   0.322397E-07  -0.648713E-04   0.663597E-06
   239   0.494585E+04   0.478871E+01   0.000000E+00   0.967286E+02   0.320910E-07  -0.644955E-04   0.678750E-06
   240   0.491399E+04   0.493797E+01   0.000000E+00   0.981364E+02   0.319434E-07  -0.641269E-04   0.693794E-06
   241   0.488167E+04   0.508993E+01   0.000000E+00   0.995100E+02   0.317968E-07  -0.637651E-04   0.708733E-06
   242   0.484894E+04   0.524457E+01   0.000000E+00   0.100848E+03   0.316514E-07  -0.634099E-04   0.723570E-06
   243   0.481580E+04   0.540189E+01   0.000000E+00   0.102150E+03   0.315070E-07  -0.630610E-04   0.738308E-06
   244   0.478225E+04   0.556186E+01   0.000000E+00   0.103414E+03   0.313636E-07  -0.627181E-04   0.752949E-06
   245   0.474833E+04   0.572449E+01   0.000000E+00   0.104639E+03   0.312213E-07  -0.623809E-04   0.767497E-06
   246   0.471405E+04   0.588975E+01   0.000000E+00   0.105824E+03   0.310800E-07  -0.620491E-04   0.781953E-06
   247   0.467942E+04   0.605763E+01   0.000000E+00   0.106968E+03   0.309396E-07  -0.617224E-04   0.796322E-06
   248   0.464446E+04   0.622812E+01   0.000000E+00   0.108070E+03   0.308003E-07  -0.614005E-04   0.810605E-06
   249   0.460918E+04   0.640119E+01   0.000000E+00   0.109129E+03   0.306619E-07  -0.610831E-04   0.824806E-06
   250   0.457360E+04   0.657684E+01   0.000000E+00   0.110143E+03   0.305245E-07  -0.607700E-04   0.838927E-06
   251   0.453773E+04   0.675502E+01   0.000000E+00   0.111111E+03   0.303880E-07  -0.604608E-04   0.852971E-06
   252   0.450157E+04   0.693567E+01   0.000000E+00   0.112034E+03   0.302525E-07  -0.601555E-04   0.866935E-06
   253   0.446514E+04   0.711873E+01   0.000000E+00   0.112911E+03   0.301179E-07  -0.598541E-04   0.880817E-06
   254   0.442846E+04   0.730411E+01   0.000000E+00   0.113741E+03   0.299842E-07  -0.595565E-04   0.894614E-06
   255   0.439151E+04   0.749174E+01   0.000000E+00   0.114524E+03   0.298514E-07  -0.592627E-04   0.908323E-06
   256   0.435432E+04   0.768155E+01   0.000000E+00   0.115261E+03   0.297195E-07  -0.589727E-04   0.921943E-06
   257   0.431689E+04   0.787345E+01   0.000000E+00   0.115952E+03   0.295885E-07  -0.586865E-04   0.935469E-06
   258   0.427926E+04   0.806735E+01   0.000000E+00   0.116595E+03   0.294584E-07  -0.584039E-04   0.948900E-06
   259   0.424144E+04   0.826320E+01   0.000000E+00   0.117192E+03   0.293292E-07  -0.581251E-04   0.962233E-06
   260   0.420344E+04   0.846090E+01   0.000000E+00   0.117742E+03   0.292008E-07  -0.578499E-04   0.975465E-06
   261   0.416529E+04   0.866037E+01   0.000000E+00   0.118245E+03   0.290733E-07  -0.575783E-04   0.988594E-06
   262   0.412700E+04   0.886154E+01   0.000000E+00   0.118701E+03   0.289467E-07  -0.573103E-04   0.100162E-05
   263   0.408859E+04   0.906431E+01   0.000000E+00   0.119110E+03   0.288209E-07  -0.570458E-04   0.101453E-05
   264   0.405007E+04   0.926860E+01   0.000000E+00   0.119472E+03   0.286960E-07  -0.567849E-04   0.102733E-05
   265   0.401145E+04   0.947432E+01   0.000000E+00   0.119788E+03   0.285719E-07  -0.565275E-04   0.104002E-05
   266   0.397275E+04   0.968138E+01   0.000000E+00   0.120056E+03   0.284486E-07  -0.562735E-04   0.105259E-05
   267   0.393398E+04   0.988967E+01   0.000000E+00   0.120276E+03   0.283261E-07  -0.560230E-04   0.106504E-05
   268   0.389514E+04   0.100991E+02   0.000000E+00   0.120449E+03   0.282045E-07  -0.557759E-04   0.107737E-05
   269   0.385625E+04   0.103096E+02   0.000000E+00   0.120574E+03   0.280837E-07  -0.555322E-04   0.108958E-05
   270   0.381732E+04   0.105211E+02   0.000000E+00   0.120652E+03   0.279636E-07  -0.552918E-04   0.110165E-05
   271   0.377837E+04   0.107335E+02   0.000000E+00   0.120682E+03   0.278444E-07  -0.550547E-04   0.111360E-05
   272   0.373941E+04   0.109466E+02   0.000000E+00   0.120664E+03   0.277259E-07  -0.548209E-04   0.112542E-05
   273   0.370047E+04   0.111604E+02   0.000000E+00   0.120599E+03   0.276082E-07  -0.545904E-04   0.113709E-05
   274   0.366154E+04   0.113747E+02   0.000000E+00   0.120486E+03   0.274913E-07  -0.543631E-04   0.114863E-05
   275   0.362265E+04   0.115895E+02   0.000000E+00   0.120326E+03   0.273752E-07  -0.541390E-04   0.116003E-05
   276   0.358384E+04   0.118047E+02   0.000000E+00   0.120118E+03   0.272598E-07  -0.539180E-04   0.117129E-05
   277   0.354509E+04   0.120202E+02   0.000000E+00   0.119862E+03   0.271451E-07  -0.537002E-04   0.118240E-05
   278   0.350643E+04   0.122358E+02   0.000000E+00   0.119559E+03   0.270312E-07  -0.534855E-04   0.119336E-05
   279   0.346788E+04   0.124515E+02   0.000000E+00   0.119208E+03   0.269180E-07  -0.532738E-04   0.120417E-05
   280   0.342945E+04   0.126671E+02   0.000000E+00   0.118810E+03   0.268055E-07  -0.530652E-04   0.121483E-05
   281   0.339116E+04   0.128826E+02   0.000000E+00   0.118365E+03   0.266938E-07  -0.528596E-04   0.122532E-05
   282   0.335302E+04   0.130977E+02   0.000000E+00   0.117873E+03   0.265828E-07  -0.526569E-04   0.123566E-05
   283   0.331506E+04   0.133125E+02   0.000000E+00   0.117334E+03   0.264724E-07  -0.524572E-04   0.124584E-05
   284   0.327728E+04   0.135268E+02   0.000000E+00   0.116747E+03   0.263628E-07  -0.522605E-04   0.125585E-05
   285   0.323969E+04   0.137404E+02   0.000000E+00   0.116113E+03   0.262538E-07  -0.520666E-04   0.126570E-05
   286   0.320233E+04   0.139533E+02   0.000000E+00   0.115434E+03   0.261456E-07  -0.518755E-04   0.127537E-05
   287   0.316520E+04   0.141654E+02   0.000000E+00   0.114707E+03   0.260380E-07  -0.516873E-04   0.128487E-05
   288   0.312833E+04   0.143765E+02   0.000000E+00   0.113934E+03   0.259310E-07  -0.515019E-04   0.129420E-05
   289   0.309172E+04   0.145865E+02   0.000000E+00   0.113115E+03   0.258248E-07  -0.513193E-04   0.130334E-05
   290   0.305539E+04   0.147953E+02   0.000000E+00   0.112250E+03   0.257192E-07  -0.511394E-04   0.131231E-05
   291   0.301937E+04   0.150028E+02   0.000000E+00   0.111339E+03   0.256142E-07  -0.509621E-04   0.132110E-05
   292   0.298366E+04   0.152087E+02   0.000000E+00   0.110382E+03   0.255098E-07  -0.507876E-04   0.132969E-05
   293   0.294828E+04   0.154132E+02   0.000000E+00   0.109381E+03   0.254061E-07  -0.506157E-04   0.133810E-05
   294   0.291325E+04   0.156159E+02   0.000000E+00   0.108333E+03   0.253030E-07  -0.504464E-04   0.134632E-05
   295   0.287857E+04   0.158167E+02   0.000000E+00   0.107242E+03   0.252006E-07  -0.502797E-04   0.135434E-05
   296   0.284428E+04   0.160156E+02   0.000000E+00   0.106105E+03   0.250987E-07  -0.501156E-04   0.136216E-05
   297   0.281036E+04   0.162124E+02   0.000000E+00   0.104923E+03   0.249974E-07  -0.499539E-04   0.136979E-05
   298   0.277686E+04   0.164069E+02   0.000000E+00   0.103696E+03   0.248967E-07  -0.497948E-04   0.137721E-05
   299   0.274378E+04   0.165990E+02   0.000000E+00   0.102426E+03   0.247967E-07  -0.496381E-04   0.138443E-05
   300   0.271114E+04   0.167885E+02   0.000000E+00   0.101112E+03   0.246971E-07  -0.494838E-04   0.139145E-05
   301   0.267895E+04   0.169756E+02   0.000000E+00   0.997554E+02   0.245982E-07  -0.493320E-04   0.139825E-05
   302   0.264724E+04   0.171598E+02   0.000000E+00   0.983562E+02   0.244998E-07  -0.491824E-04   0.140484E-05
   303   0.261598E+04   0.173414E+02   0.000000E+00   0.969159E+02   0.244020E-07  -0.490351E-04   0.141122E-05
   304   0.258521E+04   0.175202E+02   0.000000E+00   0.954354E+02   0.243047E-07  -0.488899E-04   0.141740E-05
   305   0.255491E+04   0.176961E+02   0.000000E+00   0.939149E+02   0.242080E-07  -0.487469E-04   0.142336E-05
   306   0.252510E+04   0.178693E+02   0.000000E+00   0.923556E+02   0.241119E-07  -0.486058E-04   0.142912E-05
   307   0.249577E+04   0.180394E+02   0.000000E+00   0.907584E+02   0.240163E-07  -0.484666E-04   0.143467E-05
   308   0.246694E+04   0.182066E+02   0.000000E+00   0.891242E+02   0.239212E-07  -0.483292E-04   0.144001E-05
   309   0.243860E+04   0.183708E+02   0.000000E+00   0.874541E+02   0.238267E-07  -0.481936E-04   0.144514E-05
   310   0.241075E+04   0.185317E+02   0.000000E+00   0.857492E+02   0.237327E-07  -0.480596E-04   0.145007E-05
   311   0.238341E+04   0.186896E+02   0.000000E+00   0.840088E+02   0.236393E-07  -0.479272E-04   0.145479E-05
   312   0.235656E+04   0.188442E+02   0.000000E+00   0.822355E+02   0.235463E-07  -0.477964E-04   0.145931E-05
   313   0.233023E+04   0.189955E+02   0.000000E+00   0.804296E+02   0.234539E-07  -0.476669E-04   0.146362E-05
   314   0.230441E+04   0.191435E+02   0.000000E+00   0.785921E+02   0.233621E-07  -0.475388E-04   0.146772E-05
   315   0.227909E+04   0.192880E+02   0.000000E+00   0.767239E+02   0.232707E-07  -0.474119E-04   0.147162E-05
   316   0.225429E+04   0.194292E+02   0.000000E+00   0.748261E+02   0.231798E-07  -0.472862E-04   0.147532E-05
   317   0.223002E+04   0.195667E+02   0.000000E+00   0.729003E+02   0.230895E-07  -0.471616E-04   0.147881E-05
   318   0.220627E+04   0.197006E+02   0.000000E+00   0.709470E+02   0.229997E-07  -0.470380E-04   0.148210E-05
   319   0.218305E+04   0.198309E+02   0.000000E+00   0.689670E+02   0.229103E-07  -0.469153E-04   0.148518E-05
   320   0.216035E+04   0.199575E+02   0.000000E+00   0.669621E+02   0.228215E-07  -0.467935E-04   0.148806E-05
   321   0.213819E+04   0.200803E+02   0.000000E+00   0.649334E+02   0.227331E-07  -0.466724E-04   0.149074E-05
   322   0.211656E+04   0.201992E+02   0.000000E+00   0.628810E+02   0.226453E-07  -0.465520E-04   0.149322E-05
   323   0.209548E+04   0.203142E+02   0.000000E+00   0.608067E+02   0.225579E-07  -0.464322E-04   0.149550E-05
   324   0.207494E+04   0.204251E+02   0.000000E+00   0.587124E+02   0.224710E-07  -0.463130E-04   0.149757E-05
   325   0.205494E+04   0.205320E+02   0.000000E+00   0.565981E+02   0.223846E-07  -0.461941E-04   0.149944E-05
   326   0.203548E+04   0.206349E+02   0.000000E+00   0.544657E+02   0.222986E-07  -0.460757E-04   0.150112E-05
   327   0.201658E+04   0.207335E+02   0.000000E+00   0.523154E+02   0.222132E-07  -0.459574E-04   0.150259E-05
   328   0.199822E+04   0.208279E+02   0.000000E+00   0.501490E+02   0.221282E-07  -0.458394E-04   0.150386E-05
   329   0.198042E+04   0.209179E+02   0.000000E+00   0.479690E+02   0.220436E-07  -0.457215E-04   0.150494E-05
   330   0.196318E+04   0.210035E+02   0.000000E+00   0.457748E+02   0.219595E-07  -0.456037E-04   0.150581E-05
   331   0.194649E+04   0.210846E+02   0.000000E+00   0.435683E+02   0.218759E-07  -0.454857E-04   0.150649E-05
   332   0.193036E+04   0.211613E+02   0.000000E+00   0.413503E+02   0.217927E-07  -0.453677E-04   0.150697E-05
   333   0.191479E+04   0.212333E+02   0.000000E+00   0.391235E+02   0.217100E-07  -0.452494E-04   0.150725E-05
   334   0.189978E+04   0.213007E+02   0.000000E+00   0.368881E+02   0.216277E-07  -0.451309E-04   0.150733E-05
   335   0.188534E+04   0.213632E+02   0.000000E+00   0.346458E+02   0.215458E-07  -0.450119E-04   0.150722E-05
   336   0.187147E+04   0.214210E+02   0.000000E+00   0.323975E+02   0.214644E-07  -0.448925E-04   0.150691E-05
   337   0.185816E+04   0.214740E+02   0.000000E+00   0.301459E+02   0.213834E-07  -0.447725E-04   0.150640E-05
   338   0.184542E+04   0.215220E+02   0.000000E+00   0.278912E+02   0.213029E-07  -0.446520E-04   0.150570E-05
   339   0.183325E+04   0.215650E+02   0.000000E+00   0.256358E+02   0.212227E-07  -0.445307E-04   0.150480E-05
   340   0.182165E+04   0.216030E+02   0.000000E+00   0.233808E+02   0.211430E-07  -0.444086E-04   0.150371E-05
   341   0.181062E+04   0.216358E+02   0.000000E+00   0.211271E+02   0.210637E-07  -0.442857E-04   0.150242E-05
   342   0.180016E+04   0.216634E+02   0.000000E+00   0.188758E+02   0.209848E-07  -0.441618E-04   0.150094E-05
   343   0.179027E+04   0.216857E+02   0.000000E+00   0.166293E+02   0.209064E-07  -0.440369E-04   0.149926E-05
   344   0.178095E+04   0.217027E+02   0.000000E+00   0.143879E+02   0.208283E-07  -0.439108E-04   0.149739E-05
   345   0.177218E+04   0.217141E+02   0.000000E+00   0.121534E+02   0.207506E-07  -0.437836E-04   0.149533E-05
   346   0.176398E+04   0.217201E+02   0.000000E+00   0.992672E+01   0.206733E-07  -0.436551E-04   0.149307E-05
   347   0.175634E+04   0.217205E+02   0.000000E+00   0.770964E+01   0.205965E-07  -0.435252E-04   0.149062E-05
   348   0.174925E+04   0.217151E+02   0.000000E+00   0.550316E+01   0.205200E-07  -0.433939E-04   0.148798E-05
   349   0.174273E+04   0.217040E+02   0.000000E+00   0.331051E+01   0.204439E-07  -0.432611E-04   0.148515E-05
   350   0.173677E+04   0.216872E+02   0.000000E+00   0.113195E+01   0.203681E-07  -0.431267E-04   0.148213E-05
   351   0.173137E+04   0.216647E+02   0.000000E+00  -0.103022E+01   0.202928E-07  -0.429906E-04   0.147891E-05
   352   0.172654E+04   0.216365E+02   0.000000E+00  -0.317510E+01   0.202178E-07  -0.428529E-04   0.147552E-05
   353   0.172226E+04   0.216026E+02   0.000000E+00  -0.530273E+01   0.201432E-07  -0.427139E-04   0.147193E-05
   354   0.171853E+04   0.215632E+02   0.000000E+00  -0.741093E+01   0.200690E-07  -0.425735E-04   0.146818E-05
   355   0.171535E+04   0.215183E+02   0.000000E+00  -0.950048E+01   0.199951E-07  -0.424319E-04   0.146424E-05
   356   0.171271E+04   0.214681E+02   0.000000E+00  -0.115707E+02   0.199217E-07  -0.422892E-04   0.146014E-05
   357   0.171060E+04   0.214125E+02   0.000000E+00  -0.136208E+02   0.198485E-07  -0.421456E-04   0.145588E-05
   358   0.170901E+04   0.213516E+02   0.000000E+00  -0.156501E+02   0.197758E-07  -0.420012E-04   0.145146E-05
   359   0.170794E+04   0.212855E+02   0.000000E+00  -0.176587E+02   0.197034E-07  -0.418560E-04   0.144688E-05
   360   0.170737E+04   0.212142E+02   0.000000E+00  -0.196451E+02   0.196313E-07  -0.417103E-04   0.144215E-05
   361   0.170731E+04   0.211379E+02   0.000000E+00  -0.216104E+02   0.195597E-07  -0.415641E-04   0.143728E-05
   362   0.170773E+04   0.210565E+02   0.000000E+00  -0.235528E+02   0.194883E-07  -0.414176E-04   0.143227E-05
   363   0.170865E+04   0.209702E+02   0.000000E+00  -0.254716E+02   0.194174E-07  -0.412709E-04   0.142711E-05
   364   0.171003E+04   0.208791E+02   0.000000E+00  -0.273664E+02   0.193467E-07  -0.411241E-04   0.142183E-05
   365   0.171190E+04   0.207832E+02   0.000000E+00  -0.292362E+02   0.192765E-07  -0.409773E-04   0.141642E-05
   366   0.171422E+04   0.206826E+02   0.000000E+00  -0.310804E+02   0.192065E-07  -0.408306E-04   0.141089E-05
   367   0.171700E+04   0.205775E+02   0.000000E+00  -0.328983E+02   0.191370E-07  -0.406842E-04   0.140523E-05
   368   0.172023E+04   0.204678E+02   0.000000E+00  -0.346889E+02   0.190677E-07  -0.405383E-04   0.139947E-05
   369   0.172389E+04   0.203538E+02   0.000000E+00  -0.364517E+02   0.189988E-07  -0.403928E-04   0.139359E-05
   370   0.172799E+04   0.202353E+02   0.000000E+00  -0.381860E+02   0.189303E-07  -0.402480E-04   0.138761E-05
   371   0.173250E+04   0.201128E+02   0.000000E+00  -0.398910E+02   0.188621E-07  -0.401040E-04   0.138153E-05
   372   0.173743E+04   0.199860E+02   0.000000E+00  -0.415659E+02   0.187942E-07  -0.399608E-04   0.137535E-05
   373   0.174275E+04   0.198552E+02   0.000000E+00  -0.432101E+02   0.187266E-07  -0.398187E-04   0.136909E-05
   374   0.174847E+04   0.197206E+02   0.000000E+00  -0.448227E+02   0.186594E-07  -0.396777E-04   0.136273E-05
   375   0.175456E+04   0.195821E+02   0.000000E+00  -0.464032E+02   0.185925E-07  -0.395379E-04   0.135629E-05
   376   0.176103E+04   0.194398E+02   0.000000E+00  -0.479507E+02   0.185260E-07  -0.393996E-04   0.134978E-05
   377   0.176786E+04   0.192938E+02   0.000000E+00  -0.494647E+02   0.184598E-07  -0.392627E-04   0.134319E-05
   378   0.177504E+04   0.191443E+02   0.000000E+00  -0.509443E+02   0.183938E-07  -0.391274E-04   0.133653E-05
   379   0.178256E+04   0.189912E+02   0.000000E+00  -0.523889E+02   0.183283E-07  -0.389939E-04   0.132981E-05
   380   0.179041E+04   0.188348E+02   0.000000E+00  -0.537976E+02   0.182630E-07  -0.388623E-04   0.132302E-05
   381   0.179858E+04   0.186751E+02   0.000000E+00  -0.551699E+02   0.181980E-07  -0.387326E-04   0.131619E-05
   382   0.180707E+04   0.185120E+02   0.000000E+00  -0.565050E+02   0.181334E-07  -0.386051E-04   0.130930E-05
   383   0.181586E+04   0.183460E+02   0.000000E+00  -0.578022E+02   0.180691E-07  -0.384798E-04   0.130236E-05
   384   0.182492E+04   0.181769E+02   0.000000E+00  -0.590605E+02   0.180051E-07  -0.383568E-04   0.129539E-05
   385   0.183427E+04   0.180051E+02   0.000000E+00  -0.602792E+02   0.179414E-07  -0.382364E-04   0.128837E-05
   386   0.184387E+04   0.178305E+02   0.000000E+00  -0.614575E+02   0.178780E-07  -0.381185E-04   0.128133E-05
   387   0.185374E+04   0.176534E+02   0.000000E+00  -0.625946E+02   0.178149E-07  -0.380033E-04   0.127425E-05
   388   0.186384E+04   0.174738E+02   0.000000E+00  -0.636896E+02   0.177521E-07  -0.378910E-04   0.126715E-05
   389   0.187416E+04   0.172920E+02   0.000000E+00  -0.647419E+02   0.176896E-07  -0.377817E-04   0.126004E-05
   390   0.188470E+04   0.171080E+02   0.000000E+00  -0.657505E+02   0.176274E-07  -0.376755E-04   0.125291E-05
   391   0.189545E+04   0.169219E+02   0.000000E+00  -0.667148E+02   0.175655E-07  -0.375724E-04   0.124576E-05
   392   0.190637E+04   0.167339E+02   0.000000E+00  -0.676339E+02   0.175039E-07  -0.374727E-04   0.123862E-05
   393   0.191748E+04   0.165440E+02   0.000000E+00  -0.685071E+02   0.174426E-07  -0.373765E-04   0.123147E-05
   394   0.192875E+04   0.163525E+02   0.000000E+00  -0.693338E+02   0.173816E-07  -0.372838E-04   0.122432E-05
   395   0.194016E+04   0.161593E+02   0.000000E+00  -0.701130E+02   0.173209E-07  -0.371949E-04   0.121718E-05
   396   0.195171E+04   0.159647E+02   0.000000E+00  -0.708442E+02   0.172604E-07  -0.371098E-04   0.121006E-05
   397   0.196337E+04   0.157687E+02   0.000000E+00  -0.715264E+02   0.172003E-07  -0.370286E-04   0.120295E-05
   398   0.197515E+04   0.155716E+02   0.000000E+00  -0.721590E+02   0.171404E-07  -0.369515E-04   0.119586E-05
   399   0.198702E+04   0.153734E+02   0.000000E+00  -0.727413E+02   0.170808E-07  -0.368785E-04   0.118880E-05
   400   0.199897E+04   0.151743E+02   0.000000E+00  -0.732725E+02   0.170215E-07  -0.368099E-04   0.118177E-05
   401   0.201100E+04   0.149744E+02   0.000000E+00  -0.737521E+02   0.169625E-07  -0.367457E-04   0.117477E-05
   402   0.202308E+04   0.147738E+02   0.000000E+00  -0.741803E+02   0.169038E-07  -0.366857E-04   0.116780E-05
   403   0.203523E+04   0.145727E+02   0.000000E+00  -0.745576E+02   0.168453E-07  -0.366298E-04   0.116085E-05
